operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,8,13,3,900,0,771,666,7 - (53.85)%,420 - (46.67)%
1,0,1080,2280,5,9,0,600,0,657,642,0 - (0.00)%,0 - (0.00)%
2,0,1620,2280,7,16,0,1050,0,585,510,0 - (0.00)%,0 - (0.00)%
3,0,1260,2280,7,15,0,960,0,680,560,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,11,19,5,1290,0,667,502,8 - (42.11)%,570 - (44.19)%
5,0,1440,2280,3,5,0,300,0,240,210,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,12,17,12,1110,210,482,347,0 - (0.00)%,0 - (0.00)%
7,0,1800,2280,7,17,1,1260,0,670,550,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.88,2.62,933.75,26.25,594.0,498.38,7.5 - (47.98%),495.0 - (45.43%)
min,-,900,-,3,5,0,300,0,240,210,7 - (42.11%),420 - (44.19%)
25th percentile,-,1215.0,-,6.5,12.0,0.0,825.0,0.0,559.25,463.25,7.25 - (45.04%),457.5 - (44.81%)
75th percentile,-,1845.0,-,8.75,17.0,3.5,1147.5,0.0,672.5,580.5,7.75 - (50.92%),532.5 - (46.05%)
max,-,2160,-,12,19,12,1290,210,771,666,8 - (53.85%),570 - (46.67%)
total,-,12240,18240,60,111,21,7470,210,4752,3987,15,990
