operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,9,16,1,1170,0,984.48,969.48,6 - (37.50)%,450 - (38.46)%
1,1,1860,2280,9,16,3,1110,0,956.95,926.95,7 - (43.75)%,420 - (37.84)%
2,0,1020,2280,6,13,0,900,0,1198.78,1183.78,0 - (0.00)%,0 - (0.00)%
3,0,1320,2280,5,9,0,540,0,504.18,489.18,0 - (0.00)%,0 - (0.00)%
4,0,1740,2280,5,11,0,780,0,329.6,224.6,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,11,18,1,1410,0,1128.9,1083.9,10 - (55.56)%,720 - (51.06)%
6,0,1380,2280,9,21,0,1320,0,732.41,597.41,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,7,17,0,1260,360,721.85,601.85,0 - (0.00)%,0 - (0.00)%
8,0,1200,2280,6,17,0,1170,0,757.45,697.45,0 - (0.00)%,0 - (0.00)%
9,0,1800,2280,9,17,3,1500,0,1089.32,984.32,0 - (0.00)%,0 - (0.00)%
10,0,1620,2280,6,14,0,1080,0,704.55,674.55,0 - (0.00)%,0 - (0.00)%
11,0,1440,2280,6,9,0,660,0,450.02,405.02,0 - (0.00)%,0 - (0.00)%
12,0,1560,2280,9,17,0,1320,0,793.25,688.25,0 - (0.00)%,0 - (0.00)%
13,1,2040,2280,9,18,0,1410,0,1237.25,1162.25,12 - (66.67)%,1050 - (74.47)%
14,0,960,2280,8,16,1,1320,360,1001.74,881.74,0 - (0.00)%,0 - (0.00)%
15,0,1140,2280,6,10,0,720,0,648.41,618.41,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,14.94,0.56,1104.38,45.0,827.45,761.82,8.75 - (50.87%),660.0 - (50.46%)
min,-,900,-,5,9,0,540,0,329.6,224.6,6 - (37.50%),420 - (37.84%)
25th percentile,-,1185.0,-,6.0,12.5,0.0,870.0,0.0,690.52,600.74,6.75 - (42.19%),442.5 - (38.3%)
75th percentile,-,1815.0,-,9.0,17.0,1.0,1320.0,0.0,1023.64,973.19,10.5 - (58.34%),802.5 - (56.91%)
max,-,2160,-,11,21,3,1500,360,1237.25,1183.78,12 - (66.67%),1050 - (74.47%)
total,-,24120,36480,120,239,9,17670,720,13239.14,12189.14,35,2640
