operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,12,16,6,1230,330,597,477,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,7,13,0,1020,0,529,439,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,9,23,1,1530,0,706,616,9 - (39.13)%,600 - (39.22)%
3,0,1440,2280,10,17,2,1320,0,586,496,0 - (0.00)%,0 - (0.00)%
4,0,1800,2280,4,5,0,300,0,285,240,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,8,14,3,1020,0,603,543,7 - (50.00)%,480 - (47.06)%
6,0,1620,2280,7,17,2,1080,0,450,270,0 - (0.00)%,0 - (0.00)%
7,0,1260,2280,3,7,0,510,0,264,204,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.0,1.75,1001.25,41.25,502.5,410.62,8.0 - (44.56%),540.0 - (43.14%)
min,-,900,-,3,5,0,300,0,264,204,7 - (39.13%),480 - (39.22%)
25th percentile,-,1215.0,-,6.25,11.5,0.0,892.5,0.0,408.75,262.5,7.5 - (41.85%),510.0 - (41.18%)
75th percentile,-,1845.0,-,9.25,17.0,2.25,1252.5,0.0,598.5,507.75,8.5 - (47.28%),570.0 - (45.1%)
max,-,2160,-,12,23,6,1530,330,706,616,9 - (50.00%),600 - (47.06%)
total,-,12240,18240,60,112,14,8010,330,4020,3285,16,1080
