operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,7,16,1,960,0,714.16,594.16,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,6,12,1,840,0,404.81,329.81,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,8,15,1,1020,120,438.19,303.19,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,8,16,2,1020,0,492.07,372.07,10 - (62.50)%,660 - (64.71)%
4,0,1260,2280,7,17,1,1110,0,702.74,597.74,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,7,16,1,1170,0,435.38,255.38,5 - (31.25)%,300 - (25.64)%
6,0,1080,2280,6,9,1,720,0,195.0,0,0 - (0.00)%,0 - (0.00)%
7,0,1620,2280,11,17,2,1350,0,652.13,562.13,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.75,1.25,1023.75,15.0,504.31,376.81,7.5 - (46.88%),480.0 - (45.17%)
min,-,900,-,6,9,1,720,0,195.0,0.0,5 - (31.25%),300 - (25.64%)
25th percentile,-,1215.0,-,6.75,14.25,1.0,930.0,0.0,427.74,291.24,6.25 - (39.06%),390.0 - (35.41%)
75th percentile,-,1845.0,-,8.0,16.25,1.25,1125.0,0.0,664.78,570.14,8.75 - (54.69%),570.0 - (54.94%)
max,-,2160,-,11,17,2,1350,120,714.16,597.74,10 - (62.50%),660 - (64.71%)
total,-,12240,18240,60,118,10,8190,120,4034.48,3014.48,15,960
