operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,11,20,6,1290,0,722.63,647.63,0 - (0.00)%,0 - (0.00)%
1,0,900,2280,4,9,0,660,0,252.57,177.57,0 - (0.00)%,0 - (0.00)%
2,1,2160,2280,10,16,3,1080,0,421.18,226.18,9 - (56.25)%,540 - (50.00)%
3,0,1260,2280,7,14,0,930,0,442.97,337.97,0 - (0.00)%,0 - (0.00)%
4,0,1080,2280,8,15,2,1020,0,623.84,563.84,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,9,21,3,1350,0,599.44,374.44,13 - (61.90)%,870 - (64.44)%
6,0,1800,2280,6,8,0,720,0,261.1,171.1,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,5,14,1,900,0,608.55,458.55,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.62,1.88,993.75,0.0,491.54,369.66,11.0 - (59.08%),705.0 - (57.22%)
min,-,900,-,4,8,0,660,0,252.57,171.1,9 - (56.25%),540 - (50.00%)
25th percentile,-,1215.0,-,5.75,12.75,0.0,855.0,0.0,381.16,214.03,10.0 - (57.66%),622.5 - (53.61%)
75th percentile,-,1845.0,-,9.25,17.0,3.0,1132.5,0.0,612.37,484.87,12.0 - (60.49%),787.5 - (60.83%)
max,-,2160,-,11,21,6,1350,0,722.63,647.63,13 - (61.90%),870 - (64.44%)
total,-,12240,18240,60,117,15,7950,0,3932.2800000000007,2957.2799999999997,22,1410
