operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,6,19,0,1200,0,711.24,501.24,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,8,17,2,1140,0,479.58,299.58,9 - (52.94)%,600 - (52.63)%
2,1,2160,2280,9,18,2,1440,0,676.54,601.54,5 - (27.78)%,420 - (29.17)%
3,0,1620,2280,6,16,0,1050,0,511.25,391.25,0 - (0.00)%,0 - (0.00)%
4,0,1080,2280,6,14,0,900,0,361.52,211.52,0 - (0.00)%,0 - (0.00)%
5,0,900,2280,7,12,0,870,0,504.19,444.19,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,7,14,0,1140,0,514.87,454.87,0 - (0.00)%,0 - (0.00)%
7,0,1260,2280,11,16,1,1020,0,421.01,256.01,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.75,0.62,1095.0,0.0,522.52,395.02,7.0 - (40.36%),510.0 - (40.9%)
min,-,900,-,6,12,0,870,0,361.52,211.52,5 - (27.78%),420 - (29.17%)
25th percentile,-,1215.0,-,6.0,14.0,0.0,990.0,0.0,464.94,288.69,6.0 - (34.07%),465.0 - (35.04%)
75th percentile,-,1845.0,-,8.25,17.25,1.25,1155.0,0.0,555.29,466.46,8.0 - (46.65%),555.0 - (46.76%)
max,-,2160,-,11,19,2,1440,0,711.24,601.54,9 - (52.94%),600 - (52.63%)
total,-,12240,18240,60,126,5,8760,0,4180.2,3160.2,14,1020
