operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1020,2280,7,17,0,1320,300,699.49,594.49,0 - (0.00)%,0 - (0.00)%
1,0,1440,2280,9,18,0,1260,0,826.09,691.09,0 - (0.00)%,0 - (0.00)%
2,0,1620,2280,8,22,0,1500,0,594.05,429.05,0 - (0.00)%,0 - (0.00)%
3,0,1740,2280,8,16,0,1110,0,558.12,453.12,0 - (0.00)%,0 - (0.00)%
4,1,1860,2280,11,22,3,1470,0,1218.98,1173.98,8 - (36.36)%,540 - (36.73)%
5,1,2160,2280,5,12,0,720,0,487.48,382.48,9 - (75.00)%,540 - (75.00)%
6,0,1380,2280,7,13,0,1050,0,602.88,527.88,0 - (0.00)%,0 - (0.00)%
7,1,2040,2280,11,22,2,1500,0,880.84,790.84,11 - (50.00)%,750 - (50.00)%
8,0,1560,2280,3,7,0,540,0,206.62,116.62,0 - (0.00)%,0 - (0.00)%
9,0,960,2280,9,13,4,930,0,362.99,152.99,0 - (0.00)%,0 - (0.00)%
10,0,1320,2280,6,11,0,870,0,448.31,433.31,0 - (0.00)%,0 - (0.00)%
11,0,1200,2280,7,13,0,1080,0,1121.37,1061.37,0 - (0.00)%,0 - (0.00)%
12,0,1140,2280,5,10,0,750,0,424.22,379.22,0 - (0.00)%,0 - (0.00)%
13,0,900,2280,6,9,0,660,0,519.85,489.85,0 - (0.00)%,0 - (0.00)%
14,1,1980,2280,10,18,1,1260,0,1116.04,1071.04,11 - (61.11)%,810 - (64.29)%
15,0,1800,2280,8,16,4,1260,0,680.96,560.96,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,14.94,0.88,1080.0,18.75,671.77,581.77,9.75 - (55.62%),660.0 - (56.5%)
min,-,900,-,3,7,0,540,0,206.62,116.62,8 - (36.36%),540 - (36.73%)
25th percentile,-,1185.0,-,6.0,11.75,0.0,840.0,0.0,477.69,417.41,8.75 - (46.59%),540.0 - (46.68%)
75th percentile,-,1815.0,-,9.0,18.0,1.25,1275.0,0.0,839.78,716.03,11.0 - (64.58%),765.0 - (66.97%)
max,-,2160,-,11,22,4,1500,300,1218.98,1173.98,11 - (75.00%),810 - (75.00%)
total,-,24120,36480,120,239,14,17280,300,10748.289999999999,9308.29,39,2640
