operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,9,21,1,1410,0,966.57,861.57,10 - (47.62)%,660 - (46.81)%
1,0,1140,2280,11,20,2,1410,270,760.37,700.37,0 - (0.00)%,0 - (0.00)%
2,1,2040,2280,7,16,1,1230,0,942.96,867.96,7 - (43.75)%,630 - (51.22)%
3,0,1560,2280,11,19,1,1170,0,824.19,749.19,0 - (0.00)%,0 - (0.00)%
4,0,1380,2280,6,12,0,900,0,437.89,362.89,0 - (0.00)%,0 - (0.00)%
5,0,1020,2280,7,13,0,1050,30,620.12,560.12,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,5,10,0,750,0,802.65,787.65,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,9,19,1,1260,0,800.94,650.94,0 - (0.00)%,0 - (0.00)%
8,0,1200,2280,6,14,1,990,0,956.06,866.06,0 - (0.00)%,0 - (0.00)%
9,1,2160,2280,10,17,4,1230,0,604.49,454.49,8 - (47.06)%,690 - (56.10)%
10,0,1800,2280,6,10,0,720,0,448.46,403.46,0 - (0.00)%,0 - (0.00)%
11,0,1620,2280,7,15,1,1200,0,939.32,894.32,0 - (0.00)%,0 - (0.00)%
12,0,1740,2280,7,20,0,1290,0,545.16,470.16,0 - (0.00)%,0 - (0.00)%
13,1,1860,2280,9,14,6,930,0,747.67,687.67,7 - (50.00)%,510 - (54.84)%
14,0,1320,2280,6,9,0,600,0,675.25,630.25,0 - (0.00)%,0 - (0.00)%
15,0,960,2280,4,10,1,930,0,879.51,834.51,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,14.94,1.19,1066.88,18.75,746.98,673.85,8.0 - (47.11%),622.5 - (52.24%)
min,-,900,-,4,9,0,600,0,437.89,362.89,7 - (43.75%),510 - (46.81%)
25th percentile,-,1185.0,-,6.0,11.5,0.0,922.5,0.0,616.21,537.63,7.0 - (46.23%),600.0 - (50.12%)
75th percentile,-,1815.0,-,9.0,19.0,1.0,1237.5,0.0,894.46,841.28,8.5 - (48.22%),667.5 - (55.16%)
max,-,2160,-,11,21,6,1410,270,966.57,894.32,10 - (50.00%),690 - (56.10%)
total,-,24120,36480,120,239,19,17070,300,11951.61,10781.61,32,2490
