operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,18,24,16,1620,0,789.22,669.22,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,4,10,0,690,0,464.57,434.57,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,6,12,1,720,0,698.39,623.39,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,8,14,3,1020,0,661.9,526.9,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,9,13,0,1020,0,549.74,474.74,6 - (46.15)%,420 - (41.18)%
5,0,1080,2280,6,8,2,600,0,246.71,201.71,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,3,6,0,600,0,218.01,173.01,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,6,14,0,1110,0,348.7,213.7,5 - (35.71)%,390 - (35.14)%

mean,-,1530.0,2280.0,7.5,12.62,2.75,922.5,0.0,497.16,414.66,5.5 - (40.93%),405.0 - (38.16%)
min,-,900,-,3,6,0,600,0,218.01,173.01,5 - (35.71%),390 - (35.14%)
25th percentile,-,1215.0,-,5.5,9.5,0.0,667.5,0.0,323.2,210.7,5.25 - (38.32%),397.5 - (36.65%)
75th percentile,-,1845.0,-,8.25,14.0,2.25,1042.5,0.0,671.02,551.02,5.75 - (43.54%),412.5 - (39.67%)
max,-,2160,-,18,24,16,1620,0,789.22,669.22,6 - (46.15%),420 - (41.18%)
total,-,12240,18240,60,101,22,7380,0,3977.24,3317.24,11,810
