operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,5,12,0,900,0,515,470,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,11,17,1,1200,0,601,466,8 - (47.06)%,570 - (47.50)%
2,0,1800,2280,9,18,0,1320,0,443,308,0 - (0.00)%,0 - (0.00)%
3,0,900,2280,7,16,0,1230,330,701,596,0 - (0.00)%,0 - (0.00)%
4,0,1260,2280,7,18,1,1230,0,515,320,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,10,19,2,1290,0,616,496,9 - (47.37)%,600 - (46.51)%
6,0,1440,2280,4,8,0,570,0,316,256,0 - (0.00)%,0 - (0.00)%
7,0,1080,2280,7,14,0,990,0,437,212,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.25,0.5,1091.25,41.25,518.0,390.5,8.5 - (47.22%),585.0 - (47.0%)
min,-,900,-,4,8,0,570,0,316,212,8 - (47.06%),570 - (46.51%)
25th percentile,-,1215.0,-,6.5,13.5,0.0,967.5,0.0,441.5,295.0,8.25 - (47.14%),577.5 - (46.76%)
75th percentile,-,1845.0,-,9.25,18.0,1.0,1245.0,0.0,604.75,476.5,8.75 - (47.29%),592.5 - (47.25%)
max,-,2160,-,11,19,2,1320,330,701,596,9 - (47.37%),600 - (47.50%)
total,-,12240,18240,60,122,4,8730,330,4144,3124,17,1170
