operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,10,17,1,1290,390,529.11,319.11,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,10,21,2,1410,0,671.4,536.4,11 - (52.38)%,750 - (53.19)%
2,0,1080,2280,10,17,4,1230,150,598.87,418.87,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,4,9,0,720,0,398.14,338.14,0 - (0.00)%,0 - (0.00)%
4,0,1800,2280,5,8,1,600,0,405.83,360.83,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,7,12,2,720,0,494.91,389.91,2 - (16.67)%,120 - (16.67)%
6,0,1260,2280,9,19,1,1440,180,732.53,627.53,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,5,11,0,660,0,386.7,281.7,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.25,1.38,1008.75,90.0,527.19,409.06,6.5 - (34.53%),435.0 - (34.93%)
min,-,900,-,4,8,0,600,0,386.7,281.7,2 - (16.67%),120 - (16.67%)
25th percentile,-,1215.0,-,5.0,10.5,0.75,705.0,0.0,403.91,333.38,4.25 - (25.6%),277.5 - (25.8%)
75th percentile,-,1845.0,-,10.0,17.5,2.0,1320.0,157.5,617.0,448.25,8.75 - (43.45%),592.5 - (44.06%)
max,-,2160,-,10,21,4,1440,390,732.53,627.53,11 - (52.38%),750 - (53.19%)
total,-,12240,18240,60,114,11,8070,720,4217.49,3272.49,13,870
