operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,9,13,3,870,0,458.52,338.52,5 - (38.46)%,360 - (41.38)%
1,0,1080,2280,8,14,6,870,0,504.18,429.18,0 - (0.00)%,0 - (0.00)%
2,1,2160,2280,8,19,3,1290,0,748.7,643.7,7 - (36.84)%,510 - (39.53)%
3,0,1620,2280,8,12,0,990,0,552.16,477.16,0 - (0.00)%,0 - (0.00)%
4,0,900,2280,6,12,2,810,0,593.26,563.26,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,7,10,2,780,0,369.11,264.11,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,8,21,2,1350,0,651.63,516.63,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,6,11,1,750,0,466.1,421.1,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.0,2.38,963.75,0.0,542.96,456.71,6.0 - (37.65%),435.0 - (40.45%)
min,-,900,-,6,10,0,750,0,369.11,264.11,5 - (36.84%),360 - (39.53%)
25th percentile,-,1215.0,-,6.75,11.75,1.75,802.5,0.0,464.21,400.46,5.5 - (37.25%),397.5 - (39.99%)
75th percentile,-,1845.0,-,8.0,15.25,3.0,1065.0,0.0,607.85,528.29,6.5 - (38.06%),472.5 - (40.92%)
max,-,2160,-,9,21,6,1350,0,748.7,643.7,7 - (38.46%),510 - (41.38%)
total,-,12240,18240,60,112,19,7710,0,4343.66,3653.66,12,870
