operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,8,17,4,1020,120,562.79,457.79,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,10,17,6,1020,0,601.15,526.15,0 - (0.00)%,0 - (0.00)%
2,0,1440,2280,6,10,0,900,0,345.45,300.45,0 - (0.00)%,0 - (0.00)%
3,0,1260,2280,6,7,0,420,0,391.68,361.68,0 - (0.00)%,0 - (0.00)%
4,0,1620,2280,4,7,0,540,0,355.65,265.65,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,9,15,6,1110,0,687.29,612.29,6 - (40.00)%,360 - (32.43)%
6,0,1800,2280,10,15,5,1170,0,681.5,561.5,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,7,17,2,1170,0,551.96,401.96,7 - (41.18)%,510 - (43.59)%

mean,-,1530.0,2280.0,7.5,13.12,2.88,918.75,15.0,522.18,435.93,6.5 - (40.59%),435.0 - (38.01%)
min,-,900,-,4,7,0,420,0,345.45,265.65,6 - (40.00%),360 - (32.43%)
25th percentile,-,1215.0,-,6.0,9.25,0.0,810.0,0.0,382.67,346.37,6.25 - (40.3%),397.5 - (35.22%)
75th percentile,-,1845.0,-,9.25,17.0,5.25,1125.0,0.0,621.24,534.99,6.75 - (40.88%),472.5 - (40.8%)
max,-,2160,-,10,17,6,1170,120,687.29,612.29,7 - (41.18%),510 - (43.59%)
total,-,12240,18240,60,105,23,7350,120,4177.47,3487.4700000000003,13,870
