operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1020,2280,6,13,0,900,0,664.12,619.12,0 - (0.00)%,0 - (0.00)%
1,0,1560,2280,7,16,0,1140,0,653.44,593.44,0 - (0.00)%,0 - (0.00)%
2,0,1800,2280,6,13,0,1110,0,785.2,755.2,0 - (0.00)%,0 - (0.00)%
3,0,1320,2280,9,16,0,1170,0,717.93,642.93,0 - (0.00)%,0 - (0.00)%
4,0,1620,2280,5,11,1,870,0,932.88,932.88,0 - (0.00)%,0 - (0.00)%
5,0,1740,2280,8,15,0,1080,0,778.95,718.95,0 - (0.00)%,0 - (0.00)%
6,0,900,2280,7,17,0,1170,270,894.8,834.8,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,10,20,0,1200,0,896.38,821.38,9 - (45.00)%,540 - (45.00)%
8,0,960,2280,7,15,0,1140,180,665.26,620.26,0 - (0.00)%,0 - (0.00)%
9,0,1440,2280,6,13,2,1050,0,921.12,921.12,0 - (0.00)%,0 - (0.00)%
10,1,2040,2280,10,22,2,1380,0,973.5,853.5,11 - (50.00)%,720 - (52.17)%
11,0,1140,2280,7,14,0,900,0,589.25,529.25,0 - (0.00)%,0 - (0.00)%
12,1,2160,2280,11,17,2,1080,0,1243.66,1198.66,9 - (52.94)%,540 - (50.00)%
13,1,1860,2280,8,14,2,1080,0,694.82,664.82,7 - (50.00)%,630 - (58.33)%
14,0,1200,2280,5,12,0,1020,0,450.19,390.19,0 - (0.00)%,0 - (0.00)%
15,0,1380,2280,8,18,0,1380,0,700.93,625.93,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,15.38,0.56,1104.38,28.12,785.15,732.65,9.0 - (49.48%),607.5 - (51.38%)
min,-,900,-,5,11,0,870,0,450.19,390.19,7 - (45.00%),540 - (45.00%)
25th percentile,-,1185.0,-,6.0,13.0,0.0,1042.5,0.0,664.98,619.98,8.5 - (48.75%),540.0 - (48.75%)
75th percentile,-,1815.0,-,8.25,17.0,1.25,1170.0,0.0,902.56,839.47,9.5 - (50.74%),652.5 - (53.71%)
max,-,2160,-,11,22,2,1380,270,1243.66,1198.66,11 - (52.94%),720 - (58.33%)
total,-,24120,36480,120,246,9,17670,450,12562.43,11722.43,36,2430
