operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,11,15,6,1020,0,566.66,446.66,7 - (46.67)%,420 - (41.18)%
1,0,900,2280,6,10,0,690,0,585.43,555.43,0 - (0.00)%,0 - (0.00)%
2,0,1260,2280,5,10,0,720,0,501.21,441.21,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,10,25,0,1710,0,628.33,433.33,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,6,13,1,930,0,519.96,429.96,8 - (61.54)%,540 - (58.06)%
5,0,1440,2280,7,19,2,1380,0,419.46,164.46,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,8,19,0,1350,0,421.85,211.85,0 - (0.00)%,0 - (0.00)%
7,0,1080,2280,7,11,0,780,0,397.12,337.12,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.25,1.12,1072.5,0.0,505.0,377.5,7.5 - (54.11%),480.0 - (49.62%)
min,-,900,-,5,10,0,690,0,397.12,164.46,7 - (46.67%),420 - (41.18%)
25th percentile,-,1215.0,-,6.0,10.75,0.0,765.0,0.0,421.25,305.8,7.25 - (50.39%),450.0 - (45.4%)
75th percentile,-,1845.0,-,8.5,19.0,1.25,1357.5,0.0,571.35,442.57,7.75 - (57.82%),510.0 - (53.84%)
max,-,2160,-,11,25,6,1710,0,628.33,555.43,8 - (61.54%),540 - (58.06%)
total,-,12240,18240,60,122,9,8580,0,4040.0200000000004,3020.0199999999995,15,960
