operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,7,17,0,1140,0,439.16,334.16,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,5,9,0,660,0,293.04,233.04,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,6,14,0,1080,180,371.74,221.74,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,7,12,1,900,0,489.29,444.29,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,9,16,2,1140,0,603.9,543.9,3 - (18.75)%,180 - (15.79)%
5,0,1440,2280,11,18,5,1410,0,531.48,411.48,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,7,16,0,1110,0,480.47,375.47,12 - (75.00)%,870 - (78.38)%
7,0,1260,2280,8,14,0,1020,0,443.17,338.17,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.5,1.0,1057.5,22.5,456.53,362.78,7.5 - (46.88%),525.0 - (47.08%)
min,-,900,-,5,9,0,660,0,293.04,221.74,3 - (18.75%),180 - (15.79%)
25th percentile,-,1215.0,-,6.75,13.5,0.0,990.0,0.0,422.3,308.88,5.25 - (32.81%),352.5 - (31.44%)
75th percentile,-,1845.0,-,8.25,16.25,1.25,1140.0,0.0,499.84,419.68,9.75 - (60.94%),697.5 - (62.73%)
max,-,2160,-,11,18,5,1410,180,603.9,543.9,12 - (75.00%),870 - (78.38%)
total,-,12240,18240,60,116,8,8460,180,3652.2500000000005,2902.25,15,1050
