operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,9,21,2,1650,0,450,210,13 - (61.90)%,1050 - (63.64)%
1,0,900,2280,7,14,0,1020,120,398,248,0 - (0.00)%,0 - (0.00)%
2,0,1080,2280,5,10,0,600,0,348,228,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,2,3,0,180,0,218,188,0 - (0.00)%,0 - (0.00)%
4,0,1620,2280,10,20,0,1470,0,571,406,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,10,16,5,1170,0,511,391,7 - (43.75)%,540 - (46.15)%
6,0,1260,2280,7,18,0,1170,0,485,290,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,10,18,2,1170,0,429,264,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.0,1.12,1053.75,15.0,426.25,278.12,10.0 - (52.83%),795.0 - (54.9%)
min,-,900,-,2,3,0,180,0,218,188,7 - (43.75%),540 - (46.15%)
25th percentile,-,1215.0,-,6.5,13.0,0.0,915.0,0.0,385.5,223.5,8.5 - (48.29%),667.5 - (50.52%)
75th percentile,-,1845.0,-,10.0,18.5,2.0,1245.0,0.0,491.5,315.25,11.5 - (57.36%),922.5 - (59.27%)
max,-,2160,-,10,21,5,1650,120,571,406,13 - (61.90%),1050 - (63.64%)
total,-,12240,18240,60,120,9,8430,120,3410,2225,20,1590
