operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,7,16,1,1140,0,765,630,7 - (43.75)%,480 - (42.11)%
1,1,1980,2280,9,16,3,1170,0,752,662,5 - (31.25)%,300 - (25.64)%
2,0,900,2280,5,6,2,420,0,264,234,0 - (0.00)%,0 - (0.00)%
3,0,1260,2280,9,16,3,1110,0,569,449,0 - (0.00)%,0 - (0.00)%
4,0,1800,2280,6,12,0,1080,0,375,270,0 - (0.00)%,0 - (0.00)%
5,0,1080,2280,10,18,5,1290,210,529,244,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,9,21,1,1500,0,582,432,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,5,6,0,360,0,225,180,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.88,1.88,1008.75,26.25,507.62,387.62,6.0 - (37.5%),390.0 - (33.88%)
min,-,900,-,5,6,0,360,0,225,180,5 - (31.25%),300 - (25.64%)
25th percentile,-,1215.0,-,5.75,10.5,0.75,915.0,0.0,347.25,241.5,5.5 - (34.38%),345.0 - (29.76%)
75th percentile,-,1845.0,-,9.0,16.5,3.0,1200.0,0.0,624.5,494.25,6.5 - (40.62%),435.0 - (37.99%)
max,-,2160,-,10,21,5,1500,210,765,662,7 - (43.75%),480 - (42.11%)
total,-,12240,18240,60,111,15,8070,210,4061,3101,12,780
