operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,4,9,0,720,0,318.05,213.05,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,7,19,0,1320,60,711.21,591.21,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,6,17,0,1110,0,681.21,591.21,5 - (29.41)%,390 - (35.14)%
3,0,1080,2280,10,17,1,1290,210,674.74,569.74,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,10,18,3,1260,0,601.22,391.22,9 - (50.00)%,600 - (47.62)%
5,0,900,2280,4,8,1,630,0,180.0,0,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,11,18,2,1260,0,641.67,461.67,0 - (0.00)%,0 - (0.00)%
7,0,1800,2280,8,11,2,840,0,581.51,506.51,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.62,1.12,1053.75,33.75,548.7,415.58,7.0 - (39.7%),495.0 - (41.38%)
min,-,900,-,4,8,0,630,0,180.0,0.0,5 - (29.41%),390 - (35.14%)
25th percentile,-,1215.0,-,5.5,10.5,0.0,810.0,0.0,515.64,346.68,6.0 - (34.56%),442.5 - (38.26%)
75th percentile,-,1845.0,-,10.0,18.0,2.0,1267.5,15.0,676.36,575.11,8.0 - (44.85%),547.5 - (44.5%)
max,-,2160,-,11,19,3,1320,210,711.21,591.21,9 - (50.00%),600 - (47.62%)
total,-,12240,18240,60,117,9,8430,270,4389.61,3324.61,14,990
