operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,6,12,1,960,0,443.92,353.92,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,8,18,1,1080,0,776.27,701.27,10 - (55.56)%,600 - (55.56)%
2,0,1080,2280,9,22,1,1590,510,528.07,273.07,0 - (0.00)%,0 - (0.00)%
3,0,900,2280,7,14,0,1230,330,565.17,415.17,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,6,9,1,870,0,329.65,269.65,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,9,14,4,930,0,470.58,335.58,8 - (57.14)%,540 - (58.06)%
6,0,1260,2280,7,10,0,600,0,391.79,316.79,0 - (0.00)%,0 - (0.00)%
7,0,1620,2280,8,17,1,1290,0,538.16,358.16,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.5,1.12,1068.75,105.0,505.45,377.95,9.0 - (56.35%),570.0 - (56.81%)
min,-,900,-,6,9,0,600,0,329.65,269.65,8 - (55.56%),540 - (55.56%)
25th percentile,-,1215.0,-,6.75,11.5,0.75,915.0,0.0,430.89,305.86,8.5 - (55.96%),555.0 - (56.18%)
75th percentile,-,1845.0,-,8.25,17.25,1.0,1245.0,82.5,544.91,372.41,9.5 - (56.74%),585.0 - (57.44%)
max,-,2160,-,9,22,4,1590,510,776.27,701.27,10 - (57.14%),600 - (58.06%)
total,-,12240,18240,60,116,9,8550,840,4043.6100000000006,3023.61,18,1140
