operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,10,20,2,1410,0,548.3,398.3,12 - (60.00)%,840 - (59.57)%
1,0,1620,2280,7,16,1,1200,0,702.71,642.71,0 - (0.00)%,0 - (0.00)%
2,0,1560,2280,9,20,2,1410,0,710.36,605.36,0 - (0.00)%,0 - (0.00)%
3,0,900,2280,7,12,0,960,60,595.54,550.54,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,10,17,3,1200,0,600.03,480.03,8 - (47.06)%,570 - (47.50)%
5,0,1320,2280,6,12,0,900,0,736.32,706.32,0 - (0.00)%,0 - (0.00)%
6,0,1140,2280,10,19,3,1500,360,590.93,485.93,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,5,8,0,540,0,777.65,762.65,0 - (0.00)%,0 - (0.00)%
8,0,1200,2280,9,18,2,1200,0,705.73,570.73,0 - (0.00)%,0 - (0.00)%
9,0,1800,2280,7,16,0,1140,0,711.91,621.91,0 - (0.00)%,0 - (0.00)%
10,1,2040,2280,6,12,0,900,0,837.48,792.48,7 - (58.33)%,510 - (56.67)%
11,0,1380,2280,8,14,0,930,0,1008.53,948.53,0 - (0.00)%,0 - (0.00)%
12,1,1860,2280,7,18,1,1290,0,610.39,445.39,9 - (50.00)%,690 - (53.49)%
13,0,1740,2280,7,11,1,660,0,570.63,540.63,0 - (0.00)%,0 - (0.00)%
14,0,960,2280,6,13,0,960,0,484.31,469.31,0 - (0.00)%,0 - (0.00)%
15,0,1020,2280,6,13,0,1020,0,878.62,848.62,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,14.94,0.94,1076.25,26.25,691.84,616.84,9.0 - (53.85%),652.5 - (54.31%)
min,-,900,-,5,8,0,540,0,484.31,398.3,7 - (47.06%),510 - (47.50%)
25th percentile,-,1185.0,-,6.0,12.0,0.0,922.5,0.0,594.39,484.46,7.75 - (49.26%),555.0 - (51.99%)
75th percentile,-,1815.0,-,9.0,18.0,2.0,1222.5,0.0,746.65,720.4,9.75 - (58.75%),727.5 - (57.4%)
max,-,2160,-,10,20,3,1500,360,1008.53,948.53,12 - (60.00%),840 - (59.57%)
total,-,24120,36480,120,239,15,17220,420,11069.439999999999,9869.439999999999,36,2610
