operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,7,16,0,1080,0,511,406,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,10,17,1,1230,0,616,481,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,5,9,0,660,0,300,225,0 - (0.00)%,0 - (0.00)%
3,1,1980,2280,9,14,5,1290,0,582,552,2 - (14.29)%,150 - (11.63)%
4,1,2160,2280,9,17,2,1230,0,642,567,12 - (70.59)%,780 - (63.41)%
5,0,1080,2280,9,14,2,990,0,510,390,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,5,7,0,540,0,290,260,0 - (0.00)%,0 - (0.00)%
7,0,1260,2280,6,14,0,1140,0,479,389,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.5,1.25,1020.0,0.0,491.25,408.75,7.0 - (42.44%),465.0 - (37.52%)
min,-,900,-,5,7,0,540,0,290,225,2 - (14.29%),150 - (11.63%)
25th percentile,-,1215.0,-,5.75,12.75,0.0,907.5,0.0,434.25,356.75,4.5 - (28.36%),307.5 - (24.58%)
75th percentile,-,1845.0,-,9.0,16.25,2.0,1230.0,0.0,590.5,498.75,9.5 - (56.52%),622.5 - (50.46%)
max,-,2160,-,10,17,5,1290,0,642,567,12 - (70.59%),780 - (63.41%)
total,-,12240,18240,60,108,10,8160,0,3930,3270,14,930
