operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2040,2280,11,19,0,1380,0,883.49,838.49,10 - (52.63)%,690 - (50.00)%
1,0,1740,2280,7,10,2,780,0,504.22,429.22,0 - (0.00)%,0 - (0.00)%
2,0,1380,2280,9,21,0,1380,0,645.23,570.23,0 - (0.00)%,0 - (0.00)%
3,0,900,2280,3,7,0,570,0,328.47,298.47,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,8,19,1,1260,0,888.13,813.13,0 - (0.00)%,0 - (0.00)%
5,0,1020,2280,6,10,1,810,0,587.52,527.52,0 - (0.00)%,0 - (0.00)%
6,0,1200,2280,8,16,0,1170,0,577.61,442.61,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,7,16,1,1020,0,772.36,697.36,1 - (6.25)%,60 - (5.88)%
8,1,1860,2280,10,20,2,1470,0,961.68,931.68,16 - (80.00)%,1200 - (81.63)%
9,1,1980,2280,7,15,4,1050,0,895.12,820.12,9 - (60.00)%,600 - (57.14)%
10,0,1560,2280,8,16,0,1020,0,453.98,168.98,0 - (0.00)%,0 - (0.00)%
11,0,1140,2280,5,13,0,1020,0,468.81,423.81,0 - (0.00)%,0 - (0.00)%
12,0,1800,2280,9,15,0,960,0,495.53,360.53,0 - (0.00)%,0 - (0.00)%
13,0,960,2280,6,15,1,990,30,843.96,783.96,0 - (0.00)%,0 - (0.00)%
14,0,1320,2280,8,18,1,1320,0,588.39,543.39,0 - (0.00)%,0 - (0.00)%
15,0,1620,2280,8,14,0,960,0,538.54,508.54,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,15.25,0.81,1072.5,1.88,652.07,572.38,9.0 - (49.72%),637.5 - (48.66%)
min,-,900,-,3,7,0,570,0,328.47,168.98,1 - (6.25%),60 - (5.88%)
25th percentile,-,1185.0,-,6.75,13.75,0.0,960.0,0.0,502.05,427.87,7.0 - (41.04%),465.0 - (38.97%)
75th percentile,-,1815.0,-,8.25,18.25,1.0,1275.0,0.0,853.84,791.25,11.5 - (65.0%),817.5 - (63.26%)
max,-,2160,-,11,21,4,1470,30,961.68,931.68,16 - (80.00%),1200 - (81.63%)
total,-,24120,36480,120,244,13,17160,30,10433.04,9158.04,36,2550
