operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,8,17,2,1140,0,646,451,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,10,18,4,1200,0,691,556,11 - (61.11)%,690 - (57.50)%
2,0,900,2280,6,13,0,780,0,703,628,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,8,14,3,960,0,510,405,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,11,16,4,1260,0,539,434,8 - (50.00)%,720 - (57.14)%
5,0,1260,2280,7,16,3,1170,0,655,550,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,7,16,1,960,0,526,421,0 - (0.00)%,0 - (0.00)%
7,0,1080,2280,3,5,0,300,0,296,236,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.38,2.12,971.25,0.0,570.75,460.12,9.5 - (55.55%),705.0 - (57.32%)
min,-,900,-,3,5,0,300,0,296,236,8 - (50.00%),690 - (57.14%)
25th percentile,-,1215.0,-,6.75,13.75,0.75,915.0,0.0,522.0,417.0,8.75 - (52.78%),697.5 - (57.23%)
75th percentile,-,1845.0,-,8.5,16.25,3.25,1177.5,0.0,664.0,551.5,10.25 - (58.33%),712.5 - (57.41%)
max,-,2160,-,11,18,4,1260,0,703,628,11 - (61.11%),720 - (57.50%)
total,-,12240,18240,60,115,17,7770,0,4566,3681,19,1410
