operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,12,17,5,1080,0,456,306,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,4,6,0,480,0,186,96,0 - (0.00)%,0 - (0.00)%
2,0,1800,2280,8,16,4,1020,0,440,320,0 - (0.00)%,0 - (0.00)%
3,0,1080,2280,6,9,0,540,0,377,332,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,8,18,4,1170,0,517,382,10 - (55.56)%,690 - (58.97)%
5,0,1260,2280,8,15,2,1110,0,527,392,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,6,14,0,1140,0,580,520,4 - (28.57)%,240 - (21.05)%
7,0,900,2280,8,16,3,1050,150,545,440,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.88,2.25,948.75,18.75,453.5,348.5,7.0 - (42.06%),465.0 - (40.01%)
min,-,900,-,4,6,0,480,0,186,96,4 - (28.57%),240 - (21.05%)
25th percentile,-,1215.0,-,6.0,12.75,0.0,900.0,0.0,424.25,316.5,5.5 - (35.32%),352.5 - (30.53%)
75th percentile,-,1845.0,-,8.0,16.25,4.0,1117.5,0.0,531.5,404.0,8.5 - (48.81%),577.5 - (49.49%)
max,-,2160,-,12,18,5,1170,150,580,520,10 - (55.56%),690 - (58.97%)
total,-,12240,18240,60,111,18,7590,150,3628,2788,14,930
