operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,4,9,0,720,0,261,156,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,7,17,0,1020,0,692,587,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,6,10,0,690,0,226,46,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,7,12,0,840,0,406,301,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,5,13,2,1020,0,760,715,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,11,17,4,1170,0,488,338,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,10,24,2,1560,0,531,276,14 - (58.33)%,870 - (55.77)%
7,1,1980,2280,10,20,6,1260,0,495,255,9 - (45.00)%,570 - (45.24)%

mean,-,1530.0,2280.0,7.5,15.25,1.75,1035.0,0.0,482.38,334.25,11.5 - (51.66%),720.0 - (50.5%)
min,-,900,-,4,9,0,690,0,226,46,9 - (45.00%),570 - (45.24%)
25th percentile,-,1215.0,-,5.75,11.5,0.0,810.0,0.0,369.75,230.25,10.25 - (48.33%),645.0 - (47.87%)
75th percentile,-,1845.0,-,10.0,17.75,2.5,1192.5,0.0,571.25,400.25,12.75 - (55.0%),795.0 - (53.14%)
max,-,2160,-,11,24,6,1560,0,760,715,14 - (58.33%),870 - (55.77%)
total,-,12240,18240,60,122,14,8280,0,3859,2674,23,1440
