operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,8,15,0,1170,0,712.44,682.44,0 - (0.00)%,0 - (0.00)%
1,0,1020,2280,9,18,0,1260,240,858.73,768.73,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,8,17,0,1170,0,1190.02,1160.02,11 - (64.71)%,660 - (56.41)%
3,1,2160,2280,7,13,0,900,0,924.26,924.26,2 - (15.38)%,120 - (13.33)%
4,0,1740,2280,7,13,0,870,0,621.14,546.14,0 - (0.00)%,0 - (0.00)%
5,0,960,2280,13,26,1,1830,870,1052.51,932.51,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,7,17,0,1320,0,881.74,866.74,0 - (0.00)%,0 - (0.00)%
7,0,1140,2280,6,16,0,1140,0,987.7,942.7,0 - (0.00)%,0 - (0.00)%
8,0,1200,2280,5,11,0,780,0,816.33,741.33,0 - (0.00)%,0 - (0.00)%
9,0,900,2280,7,14,0,990,90,605.05,560.05,0 - (0.00)%,0 - (0.00)%
10,0,1380,2280,9,21,4,1350,0,773.91,698.91,0 - (0.00)%,0 - (0.00)%
11,0,1320,2280,8,17,0,1230,0,863.93,803.93,0 - (0.00)%,0 - (0.00)%
12,0,1440,2280,7,14,0,1230,0,891.37,846.37,0 - (0.00)%,0 - (0.00)%
13,0,1560,2280,5,10,0,780,0,395.28,290.28,0 - (0.00)%,0 - (0.00)%
14,1,2040,2280,8,16,0,1140,0,986.12,926.12,5 - (31.25)%,300 - (26.32)%
15,1,1860,2280,6,13,0,990,0,1148.79,1088.79,7 - (53.85)%,570 - (57.58)%

mean,-,1507.5,2280.0,7.5,15.69,0.31,1134.38,75.0,856.83,798.71,6.25 - (41.3%),412.5 - (38.41%)
min,-,900,-,5,10,0,780,0,395.28,290.28,2 - (15.38%),120 - (13.33%)
25th percentile,-,1185.0,-,6.75,13.0,0.0,967.5,0.0,758.54,694.79,4.25 - (27.28%),255.0 - (23.07%)
75th percentile,-,1815.0,-,8.0,17.0,0.0,1237.5,0.0,986.52,927.72,8.0 - (56.56%),592.5 - (56.7%)
max,-,2160,-,13,26,4,1830,870,1190.02,1160.02,11 - (64.71%),660 - (57.58%)
total,-,24120,36480,120,251,5,18150,1200,13709.32,12779.32,25,1650
