operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,7,13,1,900,0,418,268,9 - (69.23)%,600 - (66.67)%
1,0,1620,2280,9,19,2,1260,0,649,514,0 - (0.00)%,0 - (0.00)%
2,0,1080,2280,6,10,0,780,0,332,272,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,10,19,3,1380,0,592,472,0 - (0.00)%,0 - (0.00)%
4,0,1260,2280,8,17,0,1140,0,420,240,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,9,17,2,1170,0,518,428,6 - (35.29)%,420 - (35.90)%
6,0,1440,2280,5,13,0,900,0,519,444,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,6,12,2,930,30,359,254,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.0,1.25,1057.5,3.75,475.88,361.5,7.5 - (52.26%),510.0 - (51.28%)
min,-,900,-,5,10,0,780,0,332,240,6 - (35.29%),420 - (35.90%)
25th percentile,-,1215.0,-,6.0,12.75,0.0,900.0,0.0,403.25,264.5,6.75 - (43.78%),465.0 - (43.59%)
75th percentile,-,1845.0,-,9.0,17.5,2.0,1192.5,0.0,537.25,451.0,8.25 - (60.74%),555.0 - (58.98%)
max,-,2160,-,10,19,3,1380,30,649,514,9 - (69.23%),600 - (66.67%)
total,-,12240,18240,60,120,10,8460,30,3807,2892,15,1020
