operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,9,12,2,840,0,576.5,471.5,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,8,14,0,1020,0,414.72,324.72,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,9,19,7,1290,390,636.87,471.87,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,4,12,0,810,0,516.48,456.48,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,5,6,3,420,0,376.67,361.67,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,9,16,2,1170,0,609.17,489.17,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,9,16,7,1080,0,790.32,655.32,8 - (50.00)%,480 - (44.44)%
7,0,1260,2280,7,13,1,900,0,559.34,484.34,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.5,2.75,941.25,48.75,560.01,464.38,4.0 - (25.0%),240.0 - (22.22%)
min,-,900,-,4,6,0,420,0,376.67,324.72,8 - (50.00%),480 - (44.44%)
25th percentile,-,1215.0,-,6.5,12.0,0.75,832.5,0.0,491.04,432.78,8.0 - (50.0%),480.0 - (44.44%)
75th percentile,-,1845.0,-,9.0,16.0,4.0,1102.5,0.0,616.1,485.55,8.0 - (50.0%),480.0 - (44.44%)
max,-,2160,-,9,19,7,1290,390,790.32,655.32,8 - (50.00%),480 - (44.44%)
total,-,12240,18240,60,108,22,7530,390,4480.07,3715.07,8,480
