operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,5,13,0,870,0,638.48,533.48,0 - (0.00)%,0 - (0.00)%
1,1,1980,2280,10,16,3,1020,0,682.46,592.46,8 - (50.00)%,480 - (47.06)%
2,1,2160,2280,11,18,9,1140,0,744.69,564.69,13 - (72.22)%,780 - (68.42)%
3,0,1620,2280,8,12,2,780,0,447.63,342.63,0 - (0.00)%,0 - (0.00)%
4,0,900,2280,9,15,5,960,60,465.12,315.12,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,5,8,1,660,0,254.61,134.61,0 - (0.00)%,0 - (0.00)%
6,0,1080,2280,7,15,1,1050,0,536.5,371.5,0 - (0.00)%,0 - (0.00)%
7,0,1260,2280,5,9,0,840,0,344.23,269.23,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.25,2.62,915.0,7.5,514.22,390.46,10.5 - (61.11%),630.0 - (57.74%)
min,-,900,-,5,8,0,660,0,254.61,134.61,8 - (50.00%),480 - (47.06%)
25th percentile,-,1215.0,-,5.0,11.25,0.75,825.0,0.0,421.78,303.65,9.25 - (55.56%),555.0 - (52.4%)
75th percentile,-,1845.0,-,9.25,15.25,3.5,1027.5,0.0,649.48,541.28,11.75 - (66.66%),705.0 - (63.08%)
max,-,2160,-,11,18,9,1140,60,744.69,592.46,13 - (72.22%),780 - (68.42%)
total,-,12240,18240,60,106,21,7320,60,4113.72,3123.7200000000003,21,1260
