operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,10,19,1,1410,0,941.3,911.3,9 - (47.37)%,630 - (44.68)%
1,0,1560,2280,8,16,0,1230,0,887.64,797.64,0 - (0.00)%,0 - (0.00)%
2,0,1140,2280,8,16,1,1080,0,604.5,454.5,0 - (0.00)%,0 - (0.00)%
3,0,1200,2280,8,18,0,1200,0,708.53,603.53,0 - (0.00)%,0 - (0.00)%
4,0,900,2280,6,13,0,900,0,824.31,809.31,0 - (0.00)%,0 - (0.00)%
5,0,1320,2280,8,18,0,1080,0,1147.88,1087.88,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,5,8,0,690,0,644.52,629.52,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,7,13,2,1020,0,516.93,426.93,7 - (53.85)%,600 - (58.82)%
8,0,1800,2280,8,21,2,1350,0,865.05,820.05,0 - (0.00)%,0 - (0.00)%
9,0,1020,2280,6,15,0,1050,30,1252.5,1222.5,0 - (0.00)%,0 - (0.00)%
10,0,1440,2280,7,17,0,1080,0,711.64,666.64,0 - (0.00)%,0 - (0.00)%
11,0,1380,2280,7,13,0,870,0,950.05,830.05,0 - (0.00)%,0 - (0.00)%
12,0,960,2280,6,10,0,900,0,918.33,903.33,0 - (0.00)%,0 - (0.00)%
13,1,1860,2280,8,14,2,1080,0,931.35,871.35,9 - (64.29)%,780 - (72.22)%
14,1,2040,2280,8,12,4,810,0,567.08,477.08,1 - (8.33)%,60 - (7.41)%
15,0,1740,2280,10,19,0,1500,0,766.36,646.36,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,15.12,0.75,1078.12,1.88,827.37,759.87,6.5 - (43.46%),517.5 - (45.78%)
min,-,900,-,5,8,0,690,0,516.93,426.93,1 - (8.33%),60 - (7.41%)
25th percentile,-,1185.0,-,6.75,13.0,0.0,900.0,0.0,692.53,623.02,5.5 - (37.61%),465.0 - (35.36%)
75th percentile,-,1815.0,-,8.0,18.0,1.25,1207.5,0.0,933.84,879.34,9.0 - (56.46%),667.5 - (62.17%)
max,-,2160,-,10,21,4,1500,30,1252.5,1222.5,9 - (64.29%),780 - (72.22%)
total,-,24120,36480,120,242,12,17250,30,13237.97,12157.97,26,2070
