operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,7,17,0,1230,0,600,420,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,6,11,0,840,0,467,407,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,7,15,1,1110,210,716,626,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,9,18,0,1200,0,671,536,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,11,20,2,1620,0,804,654,10 - (50.00)%,810 - (50.00)%
5,1,2160,2280,8,19,1,1410,0,620,440,13 - (68.42)%,870 - (61.70)%
6,0,1080,2280,5,7,0,480,0,249,204,0 - (0.00)%,0 - (0.00)%
7,0,1260,2280,7,14,0,990,0,500,380,0 - (0.00)%,0 - (0.00)%
,,,,,,,,,,,,
mean,-,1530,2280,7.5,15.12,0.5,1110,26.25,578.375,458.375,11.5 - (59.21%),840.0 - (55.85%)
min,-,900,-,5,7,0,480,0,249,204,10 - (50.00%),810 - (50.00%)
25th percentile,-,1215,-,6.75,13.25,0,952.5,0,491.75,400.25,10.75 - (54.6%),825.0 - (52.92%)
75th percentile,-,1845,-,8.25,18.25,1,1275,0,682.25,558.5,12.25 - (63.82%),855.0 - (58.78%)
max,-,2160,-,11,20,2,1620,210,804,654,13 - (68.42%),870 - (61.70%)
total,-,12240,18240,60,121,4,8880,210,4627,3667,23,1680
