operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,9,16,4,960,0,695.17,590.17,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,10,20,6,1350,0,489.61,204.61,9 - (45.00)%,690 - (51.11)%
2,0,900,2280,6,11,0,810,0,426.91,336.91,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,7,12,1,810,0,507.27,342.27,0 - (0.00)%,0 - (0.00)%
4,0,1800,2280,7,9,4,810,0,480.26,405.26,0 - (0.00)%,0 - (0.00)%
5,0,1260,2280,6,11,0,1080,0,505.11,430.11,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,9,11,5,870,0,470.96,350.96,7 - (63.64)%,630 - (72.41)%
7,0,1620,2280,6,13,1,840,0,597.68,522.68,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,12.88,2.62,941.25,0.0,521.62,397.87,8.0 - (54.32%),660.0 - (61.76%)
min,-,900,-,6,9,0,810,0,426.91,204.61,7 - (45.00%),630 - (51.11%)
25th percentile,-,1215.0,-,6.0,11.0,0.75,810.0,0.0,477.94,340.93,7.5 - (49.66%),645.0 - (56.44%)
75th percentile,-,1845.0,-,9.0,13.75,4.25,990.0,0.0,529.87,453.25,8.5 - (58.98%),675.0 - (67.08%)
max,-,2160,-,10,20,6,1350,0,695.17,590.17,9 - (63.64%),690 - (72.41%)
total,-,12240,18240,60,103,21,7530,0,4172.969999999999,3182.97,16,1320
