operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1980,2280,10,19,2,1440,0,596.71,446.71,12 - (63.16)%,1020 - (70.83)%
1,0,1440,2280,7,16,0,1320,0,389.62,134.62,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,4,6,1,480,0,135.0,0,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,9,21,0,1470,0,730.15,580.15,0 - (0.00)%,0 - (0.00)%
4,0,1260,2280,8,17,0,1140,0,505.89,355.89,0 - (0.00)%,0 - (0.00)%
5,0,1080,2280,5,6,0,360,0,190.48,130.48,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,7,15,0,1230,0,474.93,339.93,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,10,18,4,1170,0,729.19,639.19,10 - (55.56)%,690 - (58.97)%

mean,-,1530.0,2280.0,7.5,14.75,0.88,1076.25,0.0,469.0,328.37,11.0 - (59.36%),855.0 - (64.9%)
min,-,900,-,4,6,0,360,0,135.0,0.0,10 - (55.56%),690 - (58.97%)
25th percentile,-,1215.0,-,6.5,12.75,0.0,975.0,0.0,339.84,133.58,10.5 - (57.46%),772.5 - (61.94%)
75th percentile,-,1845.0,-,9.25,18.25,1.25,1350.0,0.0,629.83,480.07,11.5 - (61.26%),937.5 - (67.86%)
max,-,2160,-,10,21,4,1470,0,730.15,639.19,12 - (63.16%),1020 - (70.83%)
total,-,12240,18240,60,118,7,8610,0,3751.9700000000003,2626.9700000000003,22,1710
