operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,6,12,0,900,0,421.7,301.7,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,9,14,3,1260,0,508.52,418.52,0 - (0.00)%,0 - (0.00)%
2,1,2160,2280,9,14,1,900,0,585.55,525.55,6 - (42.86)%,420 - (46.67)%
3,0,1620,2280,4,10,0,720,0,305.91,155.91,0 - (0.00)%,0 - (0.00)%
4,0,1800,2280,7,15,0,1170,0,506.73,341.73,0 - (0.00)%,0 - (0.00)%
5,0,900,2280,8,21,0,1500,600,643.47,433.47,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,7,16,1,990,0,713.15,623.15,11 - (68.75)%,660 - (66.67)%
7,0,1080,2280,10,17,1,1200,120,852.05,732.05,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.88,0.75,1080.0,90.0,567.14,441.51,8.5 - (55.8%),540.0 - (56.67%)
min,-,900,-,4,10,0,720,0,305.91,155.91,6 - (42.86%),420 - (46.67%)
25th percentile,-,1215.0,-,6.75,13.5,0.0,900.0,0.0,485.47,331.72,7.25 - (49.33%),480.0 - (51.67%)
75th percentile,-,1845.0,-,9.0,16.25,1.0,1215.0,30.0,660.89,549.95,9.75 - (62.28%),600.0 - (61.67%)
max,-,2160,-,10,21,3,1500,600,852.05,732.05,11 - (68.75%),660 - (66.67%)
total,-,12240,18240,60,119,6,8640,720,4537.08,3532.0799999999995,17,1080
