operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,1860,2280,6,11,0,840,0,1016.61,1016.61,5 - (45.45)%,300 - (35.71)%
1,1,2040,2280,9,15,0,1350,0,899.2,854.2,8 - (53.33)%,750 - (55.56)%
2,0,1440,2280,8,15,2,990,0,831.2,816.2,0 - (0.00)%,0 - (0.00)%
3,0,1140,2280,9,18,2,1230,90,741.97,621.97,0 - (0.00)%,0 - (0.00)%
4,0,1740,2280,6,12,3,780,0,721.84,721.84,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,9,21,1,1470,0,1086.19,1011.19,11 - (52.38)%,810 - (55.10)%
6,0,1560,2280,8,17,0,1020,0,685.4,625.4,0 - (0.00)%,0 - (0.00)%
7,0,1620,2280,6,13,2,870,0,766.24,706.24,0 - (0.00)%,0 - (0.00)%
8,0,1200,2280,10,16,4,960,0,899.02,809.02,0 - (0.00)%,0 - (0.00)%
9,0,960,2280,6,11,0,900,0,670.12,655.12,0 - (0.00)%,0 - (0.00)%
10,0,1320,2280,8,19,1,1350,30,752.35,677.35,0 - (0.00)%,0 - (0.00)%
11,0,1020,2280,11,19,3,1560,540,720.79,615.79,0 - (0.00)%,0 - (0.00)%
12,0,900,2280,5,8,1,600,0,392.18,377.18,0 - (0.00)%,0 - (0.00)%
13,0,1380,2280,6,13,0,1080,0,514.6,424.6,0 - (0.00)%,0 - (0.00)%
14,1,1980,2280,9,17,5,1140,0,856.12,676.12,11 - (64.71)%,780 - (68.42)%
15,0,1800,2280,4,4,0,240,0,232.64,202.64,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,14.31,1.5,1023.75,41.25,736.65,675.72,8.75 - (53.97%),660.0 - (53.7%)
min,-,900,-,4,4,0,240,0,232.64,202.64,5 - (45.45%),300 - (35.71%)
25th percentile,-,1185.0,-,6.0,11.75,0.0,862.5,0.0,681.58,620.42,7.25 - (50.65%),637.5 - (50.25%)
75th percentile,-,1815.0,-,9.0,17.25,2.25,1260.0,0.0,866.84,810.82,11.0 - (56.18%),787.5 - (58.78%)
max,-,2160,-,11,21,5,1560,540,1086.19,1016.61,11 - (64.71%),810 - (68.42%)
total,-,24120,36480,120,229,24,16380,660,11786.470000000001,10811.470000000001,35,2640
