operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,9,17,0,1230,0,564.41,444.41,0 - (0.00)%,0 - (0.00)%
1,0,900,2280,7,14,1,960,60,415.83,325.83,0 - (0.00)%,0 - (0.00)%
2,0,1440,2280,6,13,1,840,0,365.58,305.58,0 - (0.00)%,0 - (0.00)%
3,1,1980,2280,10,18,2,1290,0,572.35,482.35,10 - (55.56)%,690 - (53.49)%
4,1,2160,2280,8,16,3,1170,0,432.99,267.99,6 - (37.50)%,510 - (43.59)%
5,0,1080,2280,7,13,0,990,0,408.36,318.36,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,8,13,1,1050,0,462.4,372.4,0 - (0.00)%,0 - (0.00)%
7,0,1260,2280,5,14,0,1020,0,426.63,321.63,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.75,1.0,1068.75,7.5,456.07,354.82,8.0 - (46.53%),600.0 - (48.54%)
min,-,900,-,5,13,0,840,0,365.58,267.99,6 - (37.50%),510 - (43.59%)
25th percentile,-,1215.0,-,6.75,13.0,0.0,982.5,0.0,413.96,315.17,7.0 - (42.02%),555.0 - (46.07%)
75th percentile,-,1845.0,-,8.25,16.25,1.25,1185.0,0.0,487.9,390.4,9.0 - (51.04%),645.0 - (51.02%)
max,-,2160,-,10,18,3,1290,60,572.35,482.35,10 - (55.56%),690 - (53.49%)
total,-,12240,18240,60,118,8,8550,60,3648.55,2838.55,16,1200
