operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,9,16,3,1350,0,697.73,547.73,6 - (37.50)%,570 - (42.22)%
1,0,1080,2280,7,11,0,840,0,589.49,514.49,0 - (0.00)%,0 - (0.00)%
2,0,1260,2280,10,17,0,1140,0,587.79,392.79,0 - (0.00)%,0 - (0.00)%
3,0,900,2280,8,16,1,1290,390,674.29,629.29,0 - (0.00)%,0 - (0.00)%
4,0,1620,2280,7,15,1,1020,0,909.33,804.33,0 - (0.00)%,0 - (0.00)%
5,0,1440,2280,5,12,0,870,0,441.12,381.12,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,8,19,0,1350,0,628.52,403.52,15 - (78.95)%,990 - (73.33)%
7,0,1800,2280,6,13,0,960,0,517.74,457.74,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.88,0.62,1102.5,48.75,630.75,516.38,10.5 - (58.23%),780.0 - (57.77%)
min,-,900,-,5,11,0,840,0,441.12,381.12,6 - (37.50%),570 - (42.22%)
25th percentile,-,1215.0,-,6.75,12.75,0.0,937.5,0.0,570.28,400.84,8.25 - (47.86%),675.0 - (50.0%)
75th percentile,-,1845.0,-,8.25,16.25,1.0,1305.0,0.0,680.15,568.12,12.75 - (68.59%),885.0 - (65.55%)
max,-,2160,-,10,19,3,1350,390,909.33,804.33,15 - (78.95%),990 - (73.33%)
total,-,12240,18240,60,119,5,8820,390,5046.01,4131.01,21,1560
