operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,8,16,4,1140,240,682.63,562.63,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,6,11,1,810,0,429.32,354.32,0 - (0.00)%,0 - (0.00)%
2,0,1800,2280,8,10,2,840,0,385.5,265.5,0 - (0.00)%,0 - (0.00)%
3,0,1440,2280,5,8,0,720,0,258.56,153.56,0 - (0.00)%,0 - (0.00)%
4,0,1260,2280,9,15,8,1140,0,784.87,634.87,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,9,14,8,900,0,653.91,608.91,8 - (57.14)%,540 - (60.00)%
6,1,1980,2280,7,14,0,960,0,448.45,283.45,6 - (42.86)%,360 - (37.50)%
7,0,1620,2280,8,15,0,960,0,600.61,495.61,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,12.88,2.88,933.75,30.0,530.48,419.86,7.0 - (50.0%),450.0 - (48.75%)
min,-,900,-,5,8,0,720,0,258.56,153.56,6 - (42.86%),360 - (37.50%)
25th percentile,-,1215.0,-,6.75,10.75,0.0,832.5,0.0,418.36,278.96,6.5 - (46.43%),405.0 - (43.12%)
75th percentile,-,1845.0,-,8.25,15.0,5.0,1005.0,0.0,661.09,574.2,7.5 - (53.57%),495.0 - (54.38%)
max,-,2160,-,9,16,8,1140,240,784.87,634.87,8 - (57.14%),540 - (60.00%)
total,-,12240,18240,60,103,23,7470,240,4243.85,3358.85,14,900
