operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,8,14,0,960,0,578.37,503.37,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,9,15,3,1080,0,512.56,422.56,4 - (26.67)%,300 - (27.78)%
2,0,1800,2280,9,16,5,1020,0,543.88,483.88,0 - (0.00)%,0 - (0.00)%
3,0,1260,2280,4,9,0,690,0,357.57,327.57,0 - (0.00)%,0 - (0.00)%
4,0,1080,2280,7,11,2,780,0,332.65,272.65,0 - (0.00)%,0 - (0.00)%
5,0,900,2280,10,18,7,1170,270,617.83,527.83,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,5,11,0,960,0,285.97,120.97,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,8,17,1,1110,0,591.67,531.67,12 - (70.59)%,810 - (72.97)%

mean,-,1530.0,2280.0,7.5,13.88,2.25,971.25,33.75,477.56,398.81,8.0 - (48.63%),555.0 - (50.38%)
min,-,900,-,4,9,0,690,0,285.97,120.97,4 - (26.67%),300 - (27.78%)
25th percentile,-,1215.0,-,6.5,11.0,0.0,915.0,0.0,351.34,313.84,6.0 - (37.65%),427.5 - (39.08%)
75th percentile,-,1845.0,-,9.0,16.25,3.5,1087.5,0.0,581.69,509.48,10.0 - (59.61%),682.5 - (61.67%)
max,-,2160,-,10,18,7,1170,270,617.83,531.67,12 - (70.59%),810 - (72.97%)
total,-,12240,18240,60,111,18,7770,270,3820.5,3190.5,16,1110
