operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,6,12,0,1050,150,344,164,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,9,18,1,1230,0,515,335,0 - (0.00)%,0 - (0.00)%
2,0,1260,2280,7,19,0,1350,90,540,315,0 - (0.00)%,0 - (0.00)%
3,0,1080,2280,4,5,0,360,0,187,157,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,8,17,0,1080,0,486,366,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,10,17,3,1260,0,426,276,9 - (52.94)%,600 - (47.62)%
6,1,1980,2280,8,16,1,1020,0,602,512,9 - (56.25)%,600 - (58.82)%
7,0,1800,2280,8,18,1,1290,0,595,430,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.25,0.75,1080.0,30.0,461.88,319.38,9.0 - (54.59%),600.0 - (53.22%)
min,-,900,-,4,5,0,360,0,187,157,9 - (52.94%),600 - (47.62%)
25th percentile,-,1215.0,-,6.75,15.0,0.0,1042.5,0.0,405.5,248.0,9.0 - (53.77%),600.0 - (50.42%)
75th percentile,-,1845.0,-,8.25,18.0,1.0,1267.5,22.5,553.75,382.0,9.0 - (55.42%),600.0 - (56.02%)
max,-,2160,-,10,19,3,1350,150,602,512,9 - (56.25%),600 - (58.82%)
total,-,12240,18240,60,122,6,8640,240,3695,2555,18,1200
