operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,10,12,6,930,0,532,457,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,2,3,0,180,0,273,273,0 - (0.00)%,0 - (0.00)%
2,1,2160,2280,8,17,2,1290,0,733,598,7 - (41.18)%,600 - (46.51)%
3,1,1980,2280,10,18,3,1200,0,481,301,12 - (66.67)%,780 - (65.00)%
4,0,900,2280,6,14,0,1020,120,489,384,0 - (0.00)%,0 - (0.00)%
5,0,1800,2280,8,13,2,990,0,566,506,0 - (0.00)%,0 - (0.00)%
6,0,1080,2280,8,17,0,1170,90,608,488,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,8,13,3,900,0,450,360,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.38,2.0,960.0,26.25,516.5,420.88,9.5 - (53.92%),690.0 - (55.76%)
min,-,900,-,2,3,0,180,0,273,273,7 - (41.18%),600 - (46.51%)
25th percentile,-,1215.0,-,7.5,12.75,0.0,922.5,0.0,473.25,345.25,8.25 - (47.55%),645.0 - (51.13%)
75th percentile,-,1845.0,-,8.5,17.0,3.0,1177.5,22.5,576.5,492.5,10.75 - (60.3%),735.0 - (60.38%)
max,-,2160,-,10,18,6,1290,120,733,598,12 - (66.67%),780 - (65.00%)
total,-,12240,18240,60,107,16,7680,210,4132,3367,19,1380
