operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,5,5,0,300,0,262.74,247.74,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,12,18,5,1260,0,525.93,390.93,0 - (0.00)%,0 - (0.00)%
2,0,1440,2280,4,9,0,600,0,382.55,382.55,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,11,19,6,1290,0,914.69,839.69,6 - (31.58)%,420 - (32.56)%
4,0,1620,2280,7,12,2,930,0,430.39,370.39,0 - (0.00)%,0 - (0.00)%
5,0,900,2280,9,14,4,1110,210,670.09,520.09,0 - (0.00)%,0 - (0.00)%
6,0,1260,2280,8,19,3,1290,30,640.74,475.74,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,4,11,1,780,0,490.66,415.66,2 - (18.18)%,120 - (15.38)%

mean,-,1530.0,2280.0,7.5,13.38,2.62,945.0,30.0,539.72,455.35,4.0 - (24.88%),270.0 - (23.97%)
min,-,900,-,4,5,0,300,0,262.74,247.74,2 - (18.18%),120 - (15.38%)
25th percentile,-,1215.0,-,4.75,10.5,0.75,735.0,0.0,418.43,379.51,3.0 - (21.53%),195.0 - (19.68%)
75th percentile,-,1845.0,-,9.5,18.25,4.25,1267.5,7.5,648.08,486.83,5.0 - (28.23%),345.0 - (28.26%)
max,-,2160,-,12,19,6,1290,210,914.69,839.69,6 - (31.58%),420 - (32.56%)
total,-,12240,18240,60,107,21,7560,240,4317.79,3642.79,8,540
