operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,960,2280,8,15,0,1110,150,626.13,566.13,0 - (0.00)%,0 - (0.00)%
1,0,1380,2280,12,21,0,1380,0,608.46,443.46,0 - (0.00)%,0 - (0.00)%
2,0,1440,2280,8,14,3,840,0,569.64,494.64,0 - (0.00)%,0 - (0.00)%
3,0,1560,2280,8,21,0,1470,0,520.24,355.24,0 - (0.00)%,0 - (0.00)%
4,0,1740,2280,9,17,0,1200,0,575.64,440.64,0 - (0.00)%,0 - (0.00)%
5,0,1320,2280,6,17,0,1020,0,476.5,296.5,0 - (0.00)%,0 - (0.00)%
6,1,2160,2280,12,20,0,1500,0,678.47,558.47,13 - (65.00)%,1020 - (68.00)%
7,0,1620,2280,6,13,0,1080,0,461.38,386.38,0 - (0.00)%,0 - (0.00)%
8,0,1800,2280,6,9,0,660,0,441.51,426.51,0 - (0.00)%,0 - (0.00)%
9,0,900,2280,6,15,0,1260,360,690.9,600.9,0 - (0.00)%,0 - (0.00)%
10,0,1140,2280,9,18,3,1290,150,676.67,526.67,0 - (0.00)%,0 - (0.00)%
11,1,1980,2280,7,16,0,1290,0,754.92,619.92,7 - (43.75)%,630 - (48.84)%
12,1,1860,2280,6,11,0,660,0,758.3,743.3,0 - (0.00)%,0 - (0.00)%
13,0,1200,2280,6,10,3,930,0,327.2,237.2,0 - (0.00)%,0 - (0.00)%
14,1,2040,2280,6,14,0,990,0,802.54,682.54,8 - (57.14)%,480 - (48.48)%
15,0,1020,2280,5,12,0,870,0,509.06,479.06,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,15.19,0.56,1096.88,41.25,592.35,491.1,7.0 - (41.47%),532.5 - (41.33%)
min,-,900,-,5,9,0,660,0,327.2,237.2,7 - (43.75%),480 - (48.48%)
25th percentile,-,1185.0,-,6.0,12.75,0.0,915.0,0.0,500.92,416.48,7.5 - (50.44%),555.0 - (48.66%)
75th percentile,-,1815.0,-,8.25,17.25,0.0,1290.0,0.0,681.58,574.82,10.5 - (61.07%),825.0 - (58.42%)
max,-,2160,-,12,21,3,1500,360,802.54,743.3,13 - (65.00%),1020 - (68.00%)
total,-,24120,36480,120,243,9,17550,660,9477.56,7857.5599999999995,28,2130
