operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1740,2280,10,18,5,1260,0,740.62,695.62,0 - (0.00)%,0 - (0.00)%
1,0,900,2280,4,10,0,660,0,474.65,369.65,0 - (0.00)%,0 - (0.00)%
2,0,1020,2280,7,7,3,420,0,287.6,227.6,0 - (0.00)%,0 - (0.00)%
3,0,1200,2280,6,8,2,720,0,466.69,451.69,0 - (0.00)%,0 - (0.00)%
4,0,1380,2280,9,16,5,1110,0,655.43,595.43,0 - (0.00)%,0 - (0.00)%
5,0,1320,2280,5,10,1,690,0,635.6,590.6,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,4,7,0,480,0,599.94,554.94,0 - (0.00)%,0 - (0.00)%
7,1,2040,2280,8,12,5,900,0,643.5,613.5,3 - (25.00)%,240 - (26.67)%
8,0,1560,2280,10,13,9,1110,0,850.65,835.65,0 - (0.00)%,0 - (0.00)%
9,0,1140,2280,9,16,4,1170,30,995.54,935.54,0 - (0.00)%,0 - (0.00)%
10,0,1800,2280,12,19,5,1320,0,1068.1,978.1,0 - (0.00)%,0 - (0.00)%
11,1,1860,2280,8,18,1,1110,0,1198.31,1153.31,10 - (55.56)%,600 - (54.05)%
12,1,1980,2280,7,17,2,1020,0,937.52,847.52,12 - (70.59)%,720 - (70.59)%
13,1,2160,2280,8,16,0,1050,0,1255.02,1255.02,3 - (18.75)%,180 - (17.14)%
14,0,960,2280,6,13,0,780,0,624.39,549.39,0 - (0.00)%,0 - (0.00)%
15,0,1440,2280,7,12,3,870,0,849.15,834.15,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,13.25,2.81,916.88,1.88,767.67,717.98,7.0 - (42.48%),435.0 - (42.11%)
min,-,900,-,4,7,0,420,0,287.6,227.6,3 - (18.75%),180 - (17.14%)
25th percentile,-,1185.0,-,6.0,10.0,0.75,712.5,0.0,618.28,553.55,3.0 - (23.44%),225.0 - (24.29%)
75th percentile,-,1815.0,-,9.0,16.25,5.0,1110.0,0.0,952.02,869.52,10.5 - (59.32%),630.0 - (58.18%)
max,-,2160,-,12,19,9,1320,30,1255.02,1255.02,12 - (70.59%),720 - (70.59%)
total,-,24120,36480,120,212,45,14670,30,12282.71,11487.71,28,1740
