operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,11,18,6,1350,0,837,762,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,8,10,1,600,0,475,400,0 - (0.00)%,0 - (0.00)%
2,1,2160,2280,9,20,3,1380,0,695,530,17 - (85.00)%,1170 - (84.78)%
3,0,1260,2280,3,3,2,180,0,124,64,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,11,16,5,1170,0,779,674,5 - (31.25)%,360 - (30.77)%
5,0,900,2280,6,14,0,1050,150,459,294,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,6,12,3,810,0,602,572,0 - (0.00)%,0 - (0.00)%
7,0,1080,2280,6,13,0,960,0,351,216,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.25,2.5,937.5,18.75,540.25,439.0,11.0 - (58.12%),765.0 - (57.78%)
min,-,900,-,3,3,0,180,0,124,64,5 - (31.25%),360 - (30.77%)
25th percentile,-,1215.0,-,6.0,11.5,0.75,757.5,0.0,432.0,274.5,8.0 - (44.69%),562.5 - (44.27%)
75th percentile,-,1845.0,-,9.5,16.5,3.5,1215.0,0.0,716.0,597.5,14.0 - (71.56%),967.5 - (71.28%)
max,-,2160,-,11,20,6,1380,150,837,762,17 - (85.00%),1170 - (84.78%)
total,-,12240,18240,60,106,20,7500,150,4322,3512,22,1530
