operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,7,9,1,600,0,483.3,438.3,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,6,14,1,960,0,523.89,463.89,0 - (0.00)%,0 - (0.00)%
2,0,1260,2280,8,12,3,780,0,317.53,197.53,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,7,15,0,1230,0,550.57,475.57,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,7,16,2,1050,0,576.13,486.13,7 - (43.75)%,480 - (45.71)%
5,0,1620,2280,8,14,2,1140,0,394.11,184.11,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,9,14,5,1170,0,713.2,653.2,4 - (28.57)%,300 - (25.64)%
7,0,900,2280,8,14,3,900,0,629.93,524.93,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.5,2.12,978.75,0.0,523.58,427.96,5.5 - (36.16%),390.0 - (35.67%)
min,-,900,-,6,9,0,600,0,317.53,184.11,4 - (28.57%),300 - (25.64%)
25th percentile,-,1215.0,-,7.0,13.5,1.0,870.0,0.0,461.0,378.11,4.75 - (32.36%),345.0 - (30.66%)
75th percentile,-,1845.0,-,8.0,14.25,3.0,1147.5,0.0,589.58,495.83,6.25 - (39.96%),435.0 - (40.69%)
max,-,2160,-,9,16,5,1230,0,713.2,653.2,7 - (43.75%),480 - (45.71%)
total,-,12240,18240,60,108,17,7830,0,4188.66,3423.66,11,780
