operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,10,18,2,1410,0,496.71,361.71,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,8,13,2,930,0,512.99,437.99,3 - (23.08)%,300 - (32.26)%
2,0,900,2280,5,9,0,720,0,379.99,349.99,0 - (0.00)%,0 - (0.00)%
3,0,1080,2280,5,14,0,930,0,433.6,388.6,0 - (0.00)%,0 - (0.00)%
4,0,1260,2280,9,22,2,1440,180,533.29,338.29,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,9,11,3,750,0,390.49,300.49,5 - (45.45)%,360 - (48.00)%
6,0,1620,2280,6,11,1,720,0,309.51,264.51,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,8,19,2,1230,0,571.4,496.4,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.62,1.5,1016.25,22.5,453.5,367.25,4.0 - (34.27%),330.0 - (40.13%)
min,-,900,-,5,9,0,720,0,309.51,264.51,3 - (23.08%),300 - (32.26%)
25th percentile,-,1215.0,-,5.75,11.0,0.75,742.5,0.0,387.86,328.84,3.5 - (28.67%),315.0 - (36.2%)
75th percentile,-,1845.0,-,9.0,18.25,2.0,1275.0,0.0,518.07,400.95,4.5 - (39.86%),345.0 - (44.06%)
max,-,2160,-,10,22,3,1440,180,571.4,496.4,5 - (45.45%),360 - (48.00%)
total,-,12240,18240,60,117,12,8130,180,3627.98,2937.98,8,660
