operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,7,10,2,750,0,420.12,375.12,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,8,14,1,990,0,381.12,201.12,0 - (0.00)%,0 - (0.00)%
2,0,1620,2280,10,18,0,1200,0,431.59,281.59,0 - (0.00)%,0 - (0.00)%
3,0,1080,2280,7,14,1,1020,0,523.93,388.93,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,9,19,4,1440,0,584.8,464.8,0 - (0.00)%,0 - (0.00)%
5,1,2160,2280,7,18,0,1290,0,490.51,340.51,6 - (33.33)%,480 - (37.21)%
6,0,1260,2280,5,13,0,840,0,558.63,513.63,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,7,11,1,900,0,293.44,113.44,6 - (54.55)%,540 - (60.00)%

mean,-,1530.0,2280.0,7.5,14.62,1.12,1053.75,0.0,460.52,334.89,6.0 - (43.94%),510.0 - (48.61%)
min,-,900,-,5,10,0,750,0,293.44,113.44,6 - (33.33%),480 - (37.21%)
25th percentile,-,1215.0,-,7.0,12.5,0.0,885.0,0.0,410.37,261.47,6.0 - (38.64%),495.0 - (42.91%)
75th percentile,-,1845.0,-,8.25,18.0,1.25,1222.5,0.0,532.6,407.9,6.0 - (49.24%),525.0 - (54.3%)
max,-,2160,-,10,19,4,1440,0,584.8,513.63,6 - (54.55%),540 - (60.00%)
total,-,12240,18240,60,117,9,8430,0,3684.14,2679.14,12,1020
