operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1320,2280,10,20,1,1320,0,865.76,730.76,0 - (0.00)%,0 - (0.00)%
1,0,1440,2280,9,22,1,1500,60,831.44,756.44,0 - (0.00)%,0 - (0.00)%
2,0,1140,2280,6,12,0,1170,30,670.91,625.91,0 - (0.00)%,0 - (0.00)%
3,0,1380,2280,6,11,0,720,0,721.63,721.63,0 - (0.00)%,0 - (0.00)%
4,0,1020,2280,9,19,0,1290,270,744.74,684.74,0 - (0.00)%,0 - (0.00)%
5,1,2040,2280,13,28,2,1770,0,897.86,822.86,16 - (57.14)%,1050 - (59.32)%
6,0,1800,2280,7,13,0,960,0,809.97,764.97,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,7,16,1,1230,330,549.75,384.75,0 - (0.00)%,0 - (0.00)%
8,1,2160,2280,6,13,0,990,0,910.32,865.32,7 - (53.85)%,630 - (63.64)%
9,0,1560,2280,7,14,0,900,0,674.44,659.44,0 - (0.00)%,0 - (0.00)%
10,1,1980,2280,11,18,0,1200,0,785.56,665.56,8 - (44.44)%,480 - (40.00)%
11,0,1740,2280,2,3,0,240,0,360.22,360.22,0 - (0.00)%,0 - (0.00)%
12,1,1860,2280,11,17,4,1260,0,560.37,440.37,11 - (64.71)%,840 - (66.67)%
13,0,1200,2280,7,20,0,1380,180,440.07,215.07,0 - (0.00)%,0 - (0.00)%
14,0,1620,2280,6,17,0,1080,0,835.17,760.17,0 - (0.00)%,0 - (0.00)%
15,0,960,2280,3,5,0,540,0,550.44,520.44,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,15.5,0.56,1096.88,54.38,700.54,623.67,10.5 - (55.03%),750.0 - (57.41%)
min,-,900,-,2,3,0,240,0,360.22,215.07,7 - (44.44%),480 - (40.00%)
25th percentile,-,1185.0,-,6.0,12.75,0.0,945.0,0.0,557.89,500.42,7.75 - (51.5%),592.5 - (54.49%)
75th percentile,-,1815.0,-,9.25,19.25,1.0,1297.5,37.5,832.37,757.37,12.25 - (59.03%),892.5 - (64.4%)
max,-,2160,-,13,28,4,1770,330,910.32,865.32,16 - (64.71%),1050 - (66.67%)
total,-,24120,36480,120,248,9,17550,870,11208.65,9978.65,42,3000
