operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1740,2280,5,11,0,840,0,708.48,678.48,0 - (0.00)%,0 - (0.00)%
1,0,1380,2280,10,18,0,1380,0,1040.71,980.71,0 - (0.00)%,0 - (0.00)%
2,0,1440,2280,6,13,0,780,0,1021.41,991.41,0 - (0.00)%,0 - (0.00)%
3,0,1020,2280,6,11,0,900,0,648.22,618.22,0 - (0.00)%,0 - (0.00)%
4,0,1140,2280,6,15,0,990,0,1155.19,1050.19,0 - (0.00)%,0 - (0.00)%
5,0,1320,2280,11,17,1,1320,0,796.81,766.81,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,8,16,0,1140,0,648.87,588.87,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,5,8,2,600,0,574.16,559.16,0 - (0.00)%,0 - (0.00)%
8,1,2040,2280,9,18,2,1320,0,1155.98,1155.98,6 - (33.33)%,420 - (31.82)%
9,1,2160,2280,7,15,6,1080,0,1056.8,1056.8,11 - (73.33)%,780 - (72.22)%
10,0,1200,2280,6,17,0,1200,0,738.65,663.65,0 - (0.00)%,0 - (0.00)%
11,0,960,2280,6,12,0,990,30,903.79,903.79,0 - (0.00)%,0 - (0.00)%
12,0,1560,2280,7,9,0,540,0,581.51,551.51,0 - (0.00)%,0 - (0.00)%
13,1,1980,2280,9,19,1,1380,0,1007.02,962.02,11 - (57.89)%,840 - (60.87)%
14,0,1800,2280,10,20,0,1440,0,761.39,701.39,0 - (0.00)%,0 - (0.00)%
15,1,1860,2280,9,18,0,1500,0,1103.15,1073.15,7 - (38.89)%,600 - (40.00)%

mean,-,1507.5,2280.0,7.5,14.81,0.75,1087.5,1.88,868.88,831.38,8.75 - (50.86%),660.0 - (51.23%)
min,-,900,-,5,8,0,540,0,574.16,551.51,6 - (33.33%),420 - (31.82%)
25th percentile,-,1185.0,-,6.0,11.75,0.0,885.0,0.0,693.58,652.29,6.75 - (37.5%),555.0 - (37.96%)
75th percentile,-,1815.0,-,9.0,18.0,1.0,1335.0,0.0,1044.73,1006.1,11.0 - (61.75%),795.0 - (63.71%)
max,-,2160,-,11,20,6,1500,30,1155.98,1155.98,11 - (73.33%),840 - (72.22%)
total,-,24120,36480,120,237,12,17400,30,13902.14,13302.14,35,2640
