test number,type,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%),objective,optimalityGap,execution time
0,mean,-,1530.0,2280.0,7.5,14.38,0.62,1061.25,33.75,469.7,368.45,5.5 - (38.88%),360.0 - (36.44%),8902.108,0,2.81
1,mean,-,1530.0,2280.0,7.5,14.25,1.25,1065.0,0.0,516.16,383.04,10.0 - (52.09%),720.0 - (51.03%),14108.56,0,2.52
2,mean,-,1530.0,2280.0,7.5,15.0,0.5,1098.75,127.5,473.1,339.98,2.5 - (21.32%),180.0 - (22.45%),8072.006,9.7029e-05,2.55
3,mean,-,1530.0,2280.0,7.5,14.0,1.12,1046.25,11.25,454.89,346.14,9.0 - (53.58%),645.0 - (56.59%),12947.1,9.3556e-05,3.92
4,mean,-,1530.0,2280.0,7.5,13.62,1.88,971.25,18.75,637.35,506.1,10.0 - (56.37%),735.0 - (61.82%),19241.59,0,2.18
5,mean,-,1530.0,2280.0,7.5,15.25,0.5,1102.5,0.0,522.33,415.46,8.0 - (44.85%),525.0 - (42.99%),8496.646,0,2.47
6,mean,-,1530.0,2280.0,7.5,15.25,1.12,1072.5,0.0,505.0,377.5,7.5 - (54.11%),480.0 - (49.62%),13095.43,0,2.14
7,mean,-,1530.0,2280.0,7.5,15.0,1.25,1042.5,0.0,500.72,397.59,8.0 - (47.75%),540.0 - (48.09%),13846.67,0,22.02

0,total,-,12240,18240,60,115,5,8490,270,3757.62,2947.62,11,720,8902.108,0,2.81
1,total,-,12240,18240,60,114,10,8520,0,4129.32,3064.3199999999997,20,1440,14108.56,0,2.52
2,total,-,12240,18240,60,120,4,8790,1020,3784.83,2719.83,5,360,8072.006,9.7029e-05,2.55
3,total,-,12240,18240,60,112,9,8370,90,3639.1499999999996,2769.15,18,1290,12947.1,9.3556e-05,3.92
4,total,-,12240,18240,60,109,15,7770,150,5098.78,4048.7799999999997,20,1470,19241.59,0,2.18
5,total,-,12240,18240,60,122,4,8820,0,4178.67,3323.67,16,1050,8496.646,0,2.47
6,total,-,12240,18240,60,122,9,8580,0,4040.0200000000004,3020.0199999999995,15,960,13095.43,0,2.14
7,total,-,12240,18240,60,120,10,8340,0,4005.72,3180.7200000000003,16,1080,13846.67,0,22.02
