operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,7,11,1,840,0,622.53,577.53,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,9,15,8,1200,120,728.04,683.04,0 - (0.00)%,0 - (0.00)%
2,0,900,2280,4,7,0,420,0,264.33,204.33,0 - (0.00)%,0 - (0.00)%
3,1,2160,2280,9,17,3,1080,0,881.66,716.66,4 - (23.53)%,300 - (27.78)%
4,1,1980,2280,8,15,2,1050,0,760.5,700.5,11 - (73.33)%,720 - (68.57)%
5,0,1260,2280,5,6,0,360,0,371.0,341.0,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,10,18,4,1260,0,759.85,609.85,0 - (0.00)%,0 - (0.00)%
7,0,1800,2280,8,20,1,1350,0,1093.15,973.15,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,13.62,2.38,945.0,15.0,685.13,600.76,7.5 - (48.43%),510.0 - (48.17%)
min,-,900,-,4,6,0,360,0,264.33,204.33,4 - (23.53%),300 - (27.78%)
25th percentile,-,1215.0,-,6.5,10.0,0.75,735.0,0.0,559.65,518.4,5.75 - (35.98%),405.0 - (37.98%)
75th percentile,-,1845.0,-,9.0,17.25,3.25,1215.0,0.0,790.79,704.54,9.25 - (60.88%),615.0 - (58.37%)
max,-,2160,-,10,20,8,1350,120,1093.15,973.15,11 - (73.33%),720 - (68.57%)
total,-,12240,18240,60,109,19,7560,120,5481.0599999999995,4806.0599999999995,15,1020
