operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1080,2280,9,18,3,1200,120,744.2,564.2,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,8,21,1,1320,60,906.52,741.52,0 - (0.00)%,0 - (0.00)%
2,1,2160,2280,8,18,0,1200,0,1186.32,1096.32,8 - (44.44)%,480 - (40.00)%
3,0,1800,2280,9,17,2,1260,0,526.18,316.18,0 - (0.00)%,0 - (0.00)%
4,1,1980,2280,8,21,2,1410,0,1249.91,1159.91,9 - (42.86)%,630 - (44.68)%
5,0,900,2280,5,10,0,810,0,379.8,304.8,0 - (0.00)%,0 - (0.00)%
6,0,1620,2280,6,10,0,600,0,293.12,173.12,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,7,10,1,660,0,445.32,370.32,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.62,1.12,1057.5,22.5,716.42,590.8,8.5 - (43.65%),555.0 - (42.34%)
min,-,900,-,5,10,0,600,0,293.12,173.12,8 - (42.86%),480 - (40.00%)
25th percentile,-,1215.0,-,6.75,10.0,0.0,772.5,0.0,428.94,313.34,8.25 - (43.26%),517.5 - (41.17%)
75th percentile,-,1845.0,-,8.25,18.75,2.0,1275.0,15.0,976.47,830.22,8.75 - (44.04%),592.5 - (43.51%)
max,-,2160,-,9,21,3,1410,120,1249.91,1159.91,9 - (44.44%),630 - (44.68%)
total,-,12240,18240,60,125,9,8460,180,5731.370000000001,4726.370000000001,17,1110
