operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1800,2280,8,13,1,870,0,756.05,666.05,0 - (0.00)%,0 - (0.00)%
1,1,1860,2280,9,17,1,1200,0,492.47,282.47,13 - (76.47)%,960 - (80.00)%
2,1,1980,2280,7,16,2,1050,0,1027.46,1027.46,5 - (31.25)%,360 - (34.29)%
3,0,1320,2280,7,19,0,1290,0,561.93,351.93,0 - (0.00)%,0 - (0.00)%
4,0,1020,2280,8,16,0,1170,150,737.54,662.54,0 - (0.00)%,0 - (0.00)%
5,0,1620,2280,4,7,0,600,0,334.03,304.03,0 - (0.00)%,0 - (0.00)%
6,0,960,2280,10,19,0,1380,420,809.04,719.04,0 - (0.00)%,0 - (0.00)%
7,1,2160,2280,9,21,2,1590,0,725.03,560.03,10 - (47.62)%,780 - (49.06)%
8,0,1740,2280,6,11,1,720,0,679.71,634.71,0 - (0.00)%,0 - (0.00)%
9,0,900,2280,8,16,3,1170,270,640.43,535.43,0 - (0.00)%,0 - (0.00)%
10,0,1380,2280,9,17,2,1290,0,865.83,775.83,0 - (0.00)%,0 - (0.00)%
11,1,2040,2280,10,17,1,1260,0,827.61,662.61,7 - (41.18)%,420 - (33.33)%
12,0,1200,2280,5,7,0,420,0,741.03,711.03,0 - (0.00)%,0 - (0.00)%
13,0,1140,2280,5,10,0,930,0,437.9,377.9,0 - (0.00)%,0 - (0.00)%
14,0,1440,2280,9,19,0,1200,0,1084.36,1024.36,0 - (0.00)%,0 - (0.00)%
15,0,1560,2280,6,14,0,1050,0,929.51,809.51,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,14.94,0.81,1074.38,52.5,728.12,631.56,8.75 - (49.13%),630.0 - (49.17%)
min,-,900,-,4,7,0,420,0,334.03,282.47,5 - (31.25%),360 - (33.33%)
25th percentile,-,1185.0,-,6.0,12.5,0.0,915.0,0.0,620.8,496.05,6.5 - (38.7%),405.0 - (34.05%)
75th percentile,-,1815.0,-,9.0,17.5,1.25,1267.5,0.0,837.16,733.24,10.75 - (54.83%),825.0 - (56.8%)
max,-,2160,-,10,21,3,1590,420,1084.36,1027.46,13 - (76.47%),960 - (80.00%)
total,-,24120,36480,120,239,13,17190,840,11649.93,10104.93,35,2520
