operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,12,21,3,1440,0,613.5,388.5,11 - (52.38)%,840 - (58.33)%
1,1,1980,2280,8,14,3,1080,0,714.49,579.49,6 - (42.86)%,480 - (44.44)%
2,0,1260,2280,10,19,0,1200,0,698.53,548.53,0 - (0.00)%,0 - (0.00)%
3,0,1080,2280,3,7,0,540,0,295.08,235.08,0 - (0.00)%,0 - (0.00)%
4,0,900,2280,6,12,0,720,0,539.41,344.41,0 - (0.00)%,0 - (0.00)%
5,0,1620,2280,10,19,1,1470,0,637.46,397.46,0 - (0.00)%,0 - (0.00)%
6,0,1800,2280,4,8,0,750,0,472.42,397.42,0 - (0.00)%,0 - (0.00)%
7,0,1440,2280,7,16,0,1350,0,403.65,178.65,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.5,0.88,1068.75,0.0,546.82,383.69,8.5 - (47.62%),660.0 - (51.38%)
min,-,900,-,3,7,0,540,0,295.08,178.65,6 - (42.86%),480 - (44.44%)
25th percentile,-,1215.0,-,5.5,11.0,0.0,742.5,0.0,455.23,317.08,7.25 - (45.24%),570.0 - (47.91%)
75th percentile,-,1845.0,-,10.0,19.0,1.5,1372.5,0.0,652.73,435.23,9.75 - (50.0%),750.0 - (54.86%)
max,-,2160,-,12,21,3,1470,0,714.49,579.49,11 - (52.38%),840 - (58.33%)
total,-,12240,18240,60,116,7,8550,0,4374.539999999999,3069.54,17,1320
