operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,8,17,1,1320,420,330.0,0,0 - (0.00)%,0 - (0.00)%
1,0,1800,2280,8,16,1,1230,0,365.94,170.94,0 - (0.00)%,0 - (0.00)%
2,0,1260,2280,6,9,0,600,0,448.86,373.86,0 - (0.00)%,0 - (0.00)%
3,0,1620,2280,7,15,0,1110,0,634.2,544.2,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,8,14,2,1050,0,515.79,410.79,5 - (35.71)%,420 - (40.00)%
5,0,1440,2280,4,11,0,900,0,225.0,0,0 - (0.00)%,0 - (0.00)%
6,0,1080,2280,7,11,1,990,0,585.45,480.45,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,12,19,2,1380,0,505.41,310.41,11 - (57.89)%,780 - (56.52)%

mean,-,1530.0,2280.0,7.5,14.0,0.88,1072.5,52.5,451.33,286.33,8.0 - (46.8%),600.0 - (48.26%)
min,-,900,-,4,9,0,600,0,225.0,0.0,5 - (35.71%),420 - (40.00%)
25th percentile,-,1215.0,-,6.75,11.0,0.0,967.5,0.0,356.96,128.2,6.5 - (41.26%),510.0 - (44.13%)
75th percentile,-,1845.0,-,8.0,16.25,1.25,1252.5,0.0,533.2,428.21,9.5 - (52.34%),690.0 - (52.39%)
max,-,2160,-,12,19,2,1380,420,634.2,544.2,11 - (57.89%),780 - (56.52%)
total,-,12240,18240,60,112,7,8580,420,3610.65,2290.65,16,1200
