operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,7,8,1,660,0,330.57,315.57,0 - (0.00)%,0 - (0.00)%
1,0,900,2280,7,14,2,840,0,352.89,172.89,0 - (0.00)%,0 - (0.00)%
2,1,2160,2280,7,17,0,1230,0,540.93,390.93,11 - (64.71)%,750 - (60.98)%
3,1,1980,2280,10,20,0,1200,0,745.08,655.08,5 - (25.00)%,300 - (25.00)%
4,0,1800,2280,9,19,1,1590,0,657.16,567.16,0 - (0.00)%,0 - (0.00)%
5,0,1440,2280,7,17,0,1290,0,601.4,526.4,0 - (0.00)%,0 - (0.00)%
6,0,1260,2280,8,18,0,1230,0,686.7,521.7,0 - (0.00)%,0 - (0.00)%
7,0,1080,2280,5,9,0,780,0,263.94,173.94,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.25,0.5,1102.5,0.0,522.33,415.46,8.0 - (44.85%),525.0 - (42.99%)
min,-,900,-,5,8,0,660,0,263.94,172.89,5 - (25.00%),300 - (25.00%)
25th percentile,-,1215.0,-,7.0,12.75,0.0,825.0,0.0,347.31,280.16,6.5 - (34.93%),412.5 - (33.99%)
75th percentile,-,1845.0,-,8.25,18.25,1.0,1245.0,0.0,664.54,536.59,9.5 - (54.78%),637.5 - (51.98%)
max,-,2160,-,10,20,2,1590,0,745.08,655.08,11 - (64.71%),750 - (60.98%)
total,-,12240,18240,60,122,4,8820,0,4178.67,3323.67,16,1050
