operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1260,2280,7,15,0,1200,0,418,223,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,6,13,1,1080,0,564,474,4 - (30.77)%,360 - (33.33)%
2,0,1080,2280,5,8,0,540,0,357,282,0 - (0.00)%,0 - (0.00)%
3,0,1800,2280,8,18,0,1200,0,537,432,0 - (0.00)%,0 - (0.00)%
4,0,900,2280,5,10,0,810,0,301,136,0 - (0.00)%,0 - (0.00)%
5,0,1620,2280,15,19,9,1440,0,600,345,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,4,8,0,630,0,366,276,0 - (0.00)%,0 - (0.00)%
7,1,1980,2280,10,18,3,1140,0,407,92,11 - (61.11)%,720 - (63.16)%

mean,-,1530.0,2280.0,7.5,13.62,1.62,1005.0,0.0,443.75,282.5,7.5 - (45.94%),540.0 - (48.24%)
min,-,900,-,4,8,0,540,0,301,92,4 - (30.77%),360 - (33.33%)
25th percentile,-,1215.0,-,5.0,9.5,0.0,765.0,0.0,363.75,201.25,5.75 - (38.35%),450.0 - (40.79%)
75th percentile,-,1845.0,-,8.5,18.0,1.5,1200.0,0.0,543.75,366.75,9.25 - (53.52%),630.0 - (55.7%)
max,-,2160,-,15,19,9,1440,0,600,474,11 - (61.11%),720 - (63.16%)
total,-,12240,18240,60,109,13,8040,0,3550,2260,15,1080
