operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,900,2280,6,10,1,750,0,210.0,0,0 - (0.00)%,0 - (0.00)%
1,1,2160,2280,9,21,1,1590,0,480.15,180.15,11 - (52.38)%,810 - (50.94)%
2,0,1260,2280,10,21,1,1290,30,741.18,546.18,0 - (0.00)%,0 - (0.00)%
3,0,1080,2280,7,13,2,960,0,467.88,302.88,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,4,7,0,420,0,314.15,269.15,0 - (0.00)%,0 - (0.00)%
5,0,1620,2280,7,12,0,840,0,386.13,296.13,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,10,18,3,1440,0,563.43,398.43,12 - (66.67)%,1050 - (72.92)%
7,0,1800,2280,7,19,0,1230,0,716.62,611.62,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.12,1.0,1065.0,3.75,484.94,325.57,11.5 - (59.53%),930.0 - (61.93%)
min,-,900,-,4,7,0,420,0,210.0,0.0,11 - (52.38%),810 - (50.94%)
25th percentile,-,1215.0,-,6.75,11.5,0.0,817.5,0.0,368.14,246.9,11.25 - (55.95%),870.0 - (56.44%)
75th percentile,-,1845.0,-,9.25,19.5,1.25,1327.5,0.0,601.73,435.37,11.75 - (63.1%),990.0 - (67.42%)
max,-,2160,-,10,21,3,1590,30,741.18,611.62,12 - (66.67%),1050 - (72.92%)
total,-,12240,18240,60,121,8,8520,30,3879.54,2604.54,23,1860
