operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1620,2280,8,19,2,1230,0,566,491,0 - (0.00)%,0 - (0.00)%
1,0,1080,2280,9,16,0,1020,0,351,96,0 - (0.00)%,0 - (0.00)%
2,1,1980,2280,10,17,2,1200,0,392,182,8 - (47.06)%,570 - (47.50)%
3,0,1800,2280,6,9,0,660,0,243,93,0 - (0.00)%,0 - (0.00)%
4,1,2160,2280,9,15,6,1020,0,400,280,10 - (66.67)%,600 - (58.82)%
5,0,1260,2280,6,15,0,1200,0,322,52,0 - (0.00)%,0 - (0.00)%
6,0,1440,2280,7,16,0,1110,0,597,462,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,5,10,0,720,0,371,296,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,14.62,1.25,1020.0,0.0,405.25,244.0,9.0 - (56.87%),585.0 - (53.16%)
min,-,900,-,5,9,0,660,0,243,52,8 - (47.06%),570 - (47.50%)
25th percentile,-,1215.0,-,6.0,13.75,0.0,945.0,0.0,343.75,95.25,8.5 - (51.96%),577.5 - (50.33%)
75th percentile,-,1845.0,-,9.0,16.25,2.0,1200.0,0.0,441.5,337.5,9.5 - (61.77%),592.5 - (55.99%)
max,-,2160,-,10,19,6,1230,0,597,491,10 - (66.67%),600 - (58.82%)
total,-,12240,18240,60,117,10,8160,0,3242,1952,18,1170
