operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1440,2280,9,18,1,1500,60,609.68,534.68,0 - (0.00)%,0 - (0.00)%
1,0,1260,2280,9,20,3,1200,0,739.86,559.86,0 - (0.00)%,0 - (0.00)%
2,0,1800,2280,4,4,0,240,0,208.45,178.45,0 - (0.00)%,0 - (0.00)%
3,0,1080,2280,5,10,0,600,0,376.54,346.54,0 - (0.00)%,0 - (0.00)%
4,0,1620,2280,8,15,1,1170,0,358.79,208.79,0 - (0.00)%,0 - (0.00)%
5,0,900,2280,9,21,0,1380,480,575.13,425.13,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,6,15,1,1140,0,409.19,289.19,7 - (46.67)%,510 - (44.74)%
7,1,2160,2280,10,20,1,1350,0,716.14,626.14,9 - (45.00)%,630 - (46.67)%

mean,-,1530.0,2280.0,7.5,15.38,0.88,1072.5,67.5,499.22,396.1,8.0 - (45.84%),570.0 - (45.7%)
min,-,900,-,4,4,0,240,0,208.45,178.45,7 - (45.00%),510 - (44.74%)
25th percentile,-,1215.0,-,5.75,13.75,0.0,1005.0,0.0,372.1,269.09,7.5 - (45.42%),540.0 - (45.22%)
75th percentile,-,1845.0,-,9.0,20.0,1.0,1357.5,15.0,636.29,540.97,8.5 - (46.25%),600.0 - (46.19%)
max,-,2160,-,10,21,3,1500,480,739.86,626.14,9 - (46.67%),630 - (46.67%)
total,-,12240,18240,60,123,7,8580,540,3993.7799999999997,3168.7799999999997,16,1140
