operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,1,2160,2280,10,23,4,1470,0,895,790,12 - (52.17)%,810 - (55.10)%
1,0,1800,2280,6,13,0,900,0,495,375,0 - (0.00)%,0 - (0.00)%
2,0,1260,2280,8,18,2,1200,0,687,552,0 - (0.00)%,0 - (0.00)%
3,0,1080,2280,4,7,0,480,0,399,384,0 - (0.00)%,0 - (0.00)%
4,0,1440,2280,10,17,6,1170,0,510,300,0 - (0.00)%,0 - (0.00)%
5,1,1980,2280,9,16,2,1170,0,636,546,7 - (43.75)%,510 - (43.59)%
6,0,1620,2280,8,21,0,1260,0,788,653,0 - (0.00)%,0 - (0.00)%
7,0,900,2280,5,7,0,480,0,346,316,0 - (0.00)%,0 - (0.00)%

mean,-,1530.0,2280.0,7.5,15.25,1.75,1016.25,0.0,594.5,489.5,9.5 - (47.96%),660.0 - (49.34%)
min,-,900,-,4,7,0,480,0,346,300,7 - (43.75%),510 - (43.59%)
25th percentile,-,1215.0,-,5.75,11.5,0.0,795.0,0.0,471.0,360.25,8.25 - (45.86%),585.0 - (46.47%)
75th percentile,-,1845.0,-,9.25,18.75,2.5,1215.0,0.0,712.25,577.25,10.75 - (50.06%),735.0 - (52.22%)
max,-,2160,-,10,23,6,1470,0,895,790,12 - (52.17%),810 - (55.10%)
total,-,12240,18240,60,122,14,8130,0,4756,3916,19,1320
