operator,skill,contract time,max time,assigned patients,total visits,not executed visits,workload,overtime,travel time,interm. travel time,overskill visits (%),overskill time (%)
0,0,1560,2280,2,5,0,390,0,135.0,0,0 - (0.00)%,0 - (0.00)%
1,0,1620,2280,8,13,3,780,0,679.33,619.33,0 - (0.00)%,0 - (0.00)%
2,1,2040,2280,7,18,0,1380,0,835.92,775.92,6 - (33.33)%,540 - (39.13)%
3,0,1440,2280,10,14,9,1020,0,1201.28,1171.28,0 - (0.00)%,0 - (0.00)%
4,0,960,2280,4,8,0,660,0,442.62,412.62,0 - (0.00)%,0 - (0.00)%
5,0,900,2280,7,16,1,1230,330,530.51,395.51,0 - (0.00)%,0 - (0.00)%
6,1,1980,2280,7,13,2,810,0,1098.67,1038.67,6 - (46.15)%,390 - (48.15)%
7,1,1860,2280,8,16,1,1230,0,872.41,827.41,8 - (50.00)%,480 - (39.02)%
8,0,1380,2280,7,17,0,1290,0,682.68,607.68,0 - (0.00)%,0 - (0.00)%
9,1,2160,2280,10,17,3,1050,0,918.36,783.36,9 - (52.94)%,540 - (51.43)%
10,0,1800,2280,9,22,0,1590,0,1218.33,1203.33,0 - (0.00)%,0 - (0.00)%
11,0,1140,2280,6,15,0,1020,0,1019.03,974.03,0 - (0.00)%,0 - (0.00)%
12,0,1320,2280,9,16,2,1230,0,1132.71,1042.71,0 - (0.00)%,0 - (0.00)%
13,0,1200,2280,12,19,0,1440,240,794.81,644.81,0 - (0.00)%,0 - (0.00)%
14,0,1020,2280,7,10,1,840,0,672.68,597.68,0 - (0.00)%,0 - (0.00)%
15,0,1740,2280,7,10,0,660,0,688.46,658.46,0 - (0.00)%,0 - (0.00)%

mean,-,1507.5,2280.0,7.5,14.31,1.38,1038.75,35.62,807.68,734.55,7.25 - (45.6%),487.5 - (44.43%)
min,-,900,-,2,5,0,390,0,135.0,0.0,6 - (33.33%),390 - (39.02%)
25th percentile,-,1185.0,-,7.0,12.25,0.0,802.5,0.0,677.67,605.18,6.0 - (42.94%),457.5 - (39.1%)
75th percentile,-,1815.0,-,9.0,17.0,2.0,1245.0,0.0,1038.94,990.19,8.25 - (50.74%),540.0 - (48.97%)
max,-,2160,-,12,22,9,1590,330,1218.33,1203.33,9 - (52.94%),540 - (51.43%)
total,-,24120,36480,120,229,22,16620,570,12922.8,11752.8,29,1950
